,clean company name,original company names,original row number,company matches,fuzz ratio
4889,ventura,"Ventura Corporation LTD, Ventura International LTD","6632, 6634","['ventura', 'ventura'], ['ventura', 'ventura']","[100, 100], [100, 100]"
4890,ventura duns,Ventura Corporation LTD DUNS,6633,['ventura duns'],[100]
4891,ventures,"B4 Ventures LLC, B4 Ventures, LLC","883, 884","['ventures', 'ventures'], ['ventures', 'ventures']","[100, 100], [100, 100]"
4892,verastem,"Verastem, Inc.",6635,['verastem'],[100]
4893,vericel,Vericel Corporation,6636,['vericel'],[100]
4894,veridian,Veridian Healthcare,6637,['veridian'],[100]
4895,verio,Verio Healthcare Inc.,6638,['verio'],[100]
4896,veritiv operating,Veritiv Operating Company,6639,['veritiv operating'],[100]
4897,vermonts original,"VERMONT`S ORIGINAL, LLC",6640,['vermonts original'],[100]
4898,versapharm,VersaPharm Incorporated,6643,['versapharm'],[100]
4899,versapharm ñ an akorn,"VersaPharm, Inc. ñ An Akorn Company",6645,['versapharm ñ an akorn'],[100]
4900,versapharm-an akorn,"VersaPharm Inc - an Akorn Company, VersaPharm Inc. - An Akorn Company, VersaPharm, Inc. - An Akorn Company","6641, 6642, 6644","['versapharm-an akorn', 'versapharm-an akorn', 'versapharm-an akorn'], ['versapharm-an akorn', 'versapharm-an akorn', 'versapharm-an akorn'], ['versapharm-an akorn', 'versapharm-an akorn', 'versapharm-an akorn']","[100, 100, 100], [100, 100, 100], [100, 100, 100]"
4901,vertex,Vertex Pharmaceuticals Incorporated,6646,['vertex'],[100]
4902,vertical,"Vertical Pharmaceuticals, Inc., Vertical Pharmaceuticals, LLC","6647, 6648","['vertical', 'vertical'], ['vertical', 'vertical']","[100, 100], [100, 100]"
4903,vesen,"VESEN, INC",6649,['vesen'],[100]
4904,veterans,1 Veterans Health,31,['veterans'],[100]
4905,vetter fertigung&co,Vetter Pharma Fertigung GmbH & Co. KG,6650,['vetter fertigung&co'],[100]
4906,vgh solutions,VGH SOLUTIONS INC,6651,['vgh solutions'],[100]
4907,vi,Vi Medical Products Inc.,6654,['vi'],[100]
4908,vi jon,"Vi Jon, Vi Jon, Inc","6652, 6653","['vi jon', 'vi jon'], ['vi jon', 'vi jon']","[100, 100], [100, 100]"
4909,vi- jon,"Vi- Jon, Inc",6655,['vi- jon'],[100]
4910,vi-jon,"Vi-Jon, Vi-Jon, Inc, Vi-Jon, Inc.","6656, 6657, 6658","['vi-jon', 'vi-jon', 'vi-jon'], ['vi-jon', 'vi-jon', 'vi-jon'], ['vi-jon', 'vi-jon', 'vi-jon']","[100, 100, 100], [100, 100, 100], [100, 100, 100]"
4911,viaderma,"VIADERMA II, INC., ViaDerma, Inc","6660, 6661","['viaderma', 'viaderma'], ['viaderma', 'viaderma']","[100, 100], [100, 100]"
4912,viaderma distribution,"ViaDerma Distribution, Inc.",6659,['viaderma distribution'],[100]
4913,viatrexx bio,VIATREXX BIO INCORPORATED,6662,['viatrexx bio'],[100]
4914,victor welding,Victor Welding Supply Company,6663,['victor welding'],[100]
4915,vifor,Vifor (International) Inc.,6664,['vifor'],[100]
4916,viiv,ViiV Healthcare Company,6665,['viiv'],[100]
4917,village,"The Village Company, Village Pharma, Village Pharma LLC, Village Pharma, LLC","6306, 6666, 6667, 6668","['village', 'village', 'village', 'village'], ['village', 'village', 'village', 'village'], ['village', 'village', 'village', 'village'], ['village', 'village', 'village', 'village']","[100, 100, 100, 100], [100, 100, 100, 100], [100, 100, 100, 100], [100, 100, 100, 100]"
4918,vilvet,Vilvet Pharmaceuticals Inc,6669,['vilvet'],[100]
4919,vintage brands,Vintage Brands Limited,6670,['vintage brands'],[100]
4920,viny beauty,"Viny Health and Beauty Inc, Viny Health and Beauty Products Inc","6671, 6672","['viny beauty', 'viny beauty'], ['viny beauty', 'viny beauty']","[100, 100], [100, 100]"
4921,viona,Viona Pharmaceuticals Inc,6673,['viona'],[100]
4922,virginia respiratory equipment,Virginia Medical and Respiratory Equipment Inc,6674,['virginia respiratory equipment'],[100]
4923,viropharma biologics,"ViroPharma Biologics, Inc.",6675,['viropharma biologics'],[100]
4924,virtair,VirtAir Inc.,6676,['virtair'],[100]
4925,virtue rx,"Virtue Rx, LLC",6677,['virtue rx'],[100]
4926,virtus,"Virtus Pharmaceuticals, Virtus Pharmaceuticals LLC, Virtus Pharmaceuticals, LLC","6678, 6679, 6680","['virtus', 'virtus', 'virtus'], ['virtus', 'virtus', 'virtus'], ['virtus', 'virtus', 'virtus']","[100, 100, 100], [100, 100, 100], [100, 100, 100]"
4927,vista,"Vista Pharmaceuticals, Inc.",6681,['vista'],[100]
4928,vistapharm,"VISTAPHARM INC, VistaPharm, Inc.","6682, 6683","['vistapharm', 'vistapharm'], ['vistapharm', 'vistapharm']","[100, 100], [100, 100]"
4929,vitabath,"Vitabath Inc., Vitabath, Inc.","6684, 6685","['vitabath', 'vitabath'], ['vitabath', 'vitabath']","[100, 100], [100, 100]"
4930,vitacare,"Vitacare, L.L.C.",6686,['vitacare'],[100]
4931,vitality works,"vitality Works, Vitality Works, Inc, Vitality Works, Inc,, Vitality Works, Inc.","6687, 6688, 6689, 6690","['vitality works', 'vitality works', 'vitality works', 'vitality works'], ['vitality works', 'vitality works', 'vitality works', 'vitality works'], ['vitality works', 'vitality works', 'vitality works', 'vitality works'], ['vitality works', 'vitality works', 'vitality works', 'vitality works']","[100, 100, 100, 100], [100, 100, 100, 100], [100, 100, 100, 100], [100, 100, 100, 100]"
4932,vitals,Vitals International Group,6691,['vitals'],[100]
4933,vitaltiy works,"Vitaltiy Works, Inc.",6692,['vitaltiy works'],[100]
4934,vitamed,"VitaMed, LLC",6693,['vitamed'],[100]
4935,vitamedica,"Vitamedica Corporation, VITAMEDICA INC","6694, 6695","['vitamedica', 'vitamedica'], ['vitamedica', 'vitamedica']","[100, 100], [100, 100]"
4936,vitamex,Vitamex USA,6696,['vitamex'],[100]
4937,vitamin,National Vitamin Company,4316,['vitamin'],[100]
4938,vitaminmed,"VitaminMed, LLC",6697,['vitaminmed'],[100]
4939,vitane,Vitane Pharmaceutical Inc.,6698,['vitane'],[100]
4940,vitesse,Vitesse Pharma LLC,6699,['vitesse'],[100]
4941,vitruvias therapeutics,Vitruvias Therapeutics,6700,['vitruvias therapeutics'],[100]
4942,vivakorea,VIVAKOREA,6701,['vivakorea'],[100]
4943,vivera,"Vivera Pharmaceuticals, Inc.",6702,['vivera'],[100]
4944,vivier,"Vivier Pharma Inc, Vivier Pharma Inc., Vivier Pharma, Inc.","6703, 6704, 6705","['vivier', 'vivier', 'vivier'], ['vivier', 'vivier', 'vivier'], ['vivier', 'vivier', 'vivier']","[100, 100, 100], [100, 100, 100], [100, 100, 100]"
4945,vivo-lei,"Vivo Per-lei, Inc.",6706,['vivo-lei'],[100]
4946,vivus,"Vivus, Inc.",6707,['vivus'],[100]
4947,vizuri sciences,Vizuri Health Sciences LLC,6708,['vizuri sciences'],[100]
4948,vkt private,VKT Pharma Private Limited,6709,['vkt private'],[100]
4949,volume distributors,"VOLUME DISTRIBUTORS, Volume Distributors, Inc.","6710, 6711","['volume distributors', 'volume distributors'], ['volume distributors', 'volume distributors']","[100, 100], [100, 100]"
4950,volunteer welding,Volunteer Welding Supply Inc,6712,['volunteer welding'],[100]
4951,vory,VORY MEDICAL. Inc,6713,['vory'],[100]
4952,vu skin system,"VU SKIN SYSTEM, INC.",6714,['vu skin system'],[100]
4953,vvf illinois,"VVF Illinois Services, VVF Illinois Services LLC","6715, 6716","['vvf illinois', 'vvf illinois'], ['vvf illinois', 'vvf illinois']","[100, 100], [100, 100]"
4954,vvf kansas,VVF Kansas Services LLC,6717,['vvf kansas'],[100]
4955,vyera,"Vyera Pharmaceuticals LLC, Vyera Pharmaceuticals, LLC","6718, 6719","['vyera', 'vyera'], ['vyera', 'vyera']","[100, 100], [100, 100]"
4956,vytis shield,"Vytis Shield, Llc",6720,['vytis shield'],[100]
4957,w goodale,W H GOODALE CO,6721,['w goodale'],[100]
4958,wag labs,"WAG LABS, INC.",6724,['wag labs'],[100]
4959,wagner solutions,"Wagner Solutions, LLC",6725,['wagner solutions'],[100]
4960,wah ning,Wah Ning Pharmaceutical (International) Limited,6726,['wah ning'],[100]
4961,wakefern,Wakefern,6727,['wakefern'],[100]
4962,wakefern food,"Wakefern Food Corp, WakeFern Food Corp., Wakefern Food Corporation","6728, 6729, 6730","['wakefern food', 'wakefern food', 'wakefern food'], ['wakefern food', 'wakefern food', 'wakefern food'], ['wakefern food', 'wakefern food', 'wakefern food']","[100, 100, 100], [100, 100, 100], [100, 100, 100]"
4963,wakefern foods,Wakefern Foods Corporation,6731,['wakefern foods'],[100]
4964,wakern food,Wakern Food Corp.,6732,['wakern food'],[100]
4965,wal mart,Wal Mart,6733,['wal mart'],[100]
4966,wal-mart,"Wal-Mart, Wal-Mart, Inc","6734, 6745","['wal-mart', 'wal-mart'], ['wal-mart', 'wal-mart']","[100, 100], [100, 100]"
4967,wal-mart store,WAL-MART STORE INC,6735,['wal-mart store'],[100]
4968,wal-mart stores,"Wal-Mart Stores, Wal-Mart Stores Inc, WAL-MART STORES INC., Wal-Mart Stores Inc.,, Wal-Mart Stores, Inc, Wal-Mart Stores, Inc., Wal-Mart Stores, Inc.,","6736, 6737, 6738, 6739, 6740, 6741, 6742","['wal-mart stores', 'wal-mart stores', 'wal-mart stores', 'wal-mart stores', 'wal-mart stores', 'wal-mart stores', 'wal-mart stores'], ['wal-mart stores', 'wal-mart stores', 'wal-mart stores', 'wal-mart stores', 'wal-mart stores', 'wal-mart stores', 'wal-mart stores'], ['wal-mart stores', 'wal-mart stores', 'wal-mart stores', 'wal-mart stores', 'wal-mart stores', 'wal-mart stores', 'wal-mart stores'], ['wal-mart stores', 'wal-mart stores', 'wal-mart stores', 'wal-mart stores', 'wal-mart stores', 'wal-mart stores', 'wal-mart stores'], ['wal-mart stores', 'wal-mart stores', 'wal-mart stores', 'wal-mart stores', 'wal-mart stores', 'wal-mart stores', 'wal-mart stores'], ['wal-mart stores', 'wal-mart stores', 'wal-mart stores', 'wal-mart stores', 'wal-mart stores', 'wal-mart stores', 'wal-mart stores'], ['wal-mart stores', 'wal-mart stores', 'wal-mart stores', 'wal-mart stores', 'wal-mart stores', 'wal-mart stores', 'wal-mart stores']","[100, 100, 100, 100, 100, 100, 100], [100, 100, 100, 100, 100, 100, 100], [100, 100, 100, 100, 100, 100, 100], [100, 100, 100, 100, 100, 100, 100], [100, 100, 100, 100, 100, 100, 100], [100, 100, 100, 100, 100, 100, 100], [100, 100, 100, 100, 100, 100, 100]"
4969,wal-mart storesinc,"Wal-Mart Stores,Inc, Wal-Mart Stores,Inc.,","6743, 6744","['wal-mart storesinc', 'wal-mart storesinc'], ['wal-mart storesinc', 'wal-mart storesinc']","[100, 100], [100, 100]"
4970,walamart,Walamart,6746,['walamart'],[100]
4971,walgeens,Walgeens Company,6747,['walgeens'],[100]
4972,walgreen,"Walgreen, Walgreen Co, Walgreen Co., Walgreen Company, Walgreen, Co.","6748, 6750, 6751, 6752, 6753","['walgreen', 'walgreen', 'walgreen', 'walgreen', 'walgreen'], ['walgreen', 'walgreen', 'walgreen', 'walgreen', 'walgreen'], ['walgreen', 'walgreen', 'walgreen', 'walgreen', 'walgreen'], ['walgreen', 'walgreen', 'walgreen', 'walgreen', 'walgreen'], ['walgreen', 'walgreen', 'walgreen', 'walgreen', 'walgreen']","[100, 100, 100, 100, 100], [100, 100, 100, 100, 100], [100, 100, 100, 100, 100], [100, 100, 100, 100, 100], [100, 100, 100, 100, 100]"
4973,walgreen c,Walgreen C0,6749,['walgreen c'],[100]
4974,walgreens,"Walgreen's Co, Walgreen's Corporation, Walgreens, Walgreens Co, Walgreens Co,, Walgreens Co., Walgreens Company, Walgreens, Co, Walgreens, CO.","6754, 6755, 6756, 6757, 6758, 6759, 6760, 6761, 6762","['walgreens', 'walgreens', 'walgreens', 'walgreens', 'walgreens', 'walgreens', 'walgreens', 'walgreens', 'walgreens'], ['walgreens', 'walgreens', 'walgreens', 'walgreens', 'walgreens', 'walgreens', 'walgreens', 'walgreens', 'walgreens'], ['walgreens', 'walgreens', 'walgreens', 'walgreens', 'walgreens', 'walgreens', 'walgreens', 'walgreens', 'walgreens'], ['walgreens', 'walgreens', 'walgreens', 'walgreens', 'walgreens', 'walgreens', 'walgreens', 'walgreens', 'walgreens'], ['walgreens', 'walgreens', 'walgreens', 'walgreens', 'walgreens', 'walgreens', 'walgreens', 'walgreens', 'walgreens'], ['walgreens', 'walgreens', 'walgreens', 'walgreens', 'walgreens', 'walgreens', 'walgreens', 'walgreens', 'walgreens'], ['walgreens', 'walgreens', 'walgreens', 'walgreens', 'walgreens', 'walgreens', 'walgreens', 'walgreens', 'walgreens'], ['walgreens', 'walgreens', 'walgreens', 'walgreens', 'walgreens', 'walgreens', 'walgreens', 'walgreens', 'walgreens'], ['walgreens', 'walgreens', 'walgreens', 'walgreens', 'walgreens', 'walgreens', 'walgreens', 'walgreens', 'walgreens']","[100, 100, 100, 100, 100, 100, 100, 100, 100], [100, 100, 100, 100, 100, 100, 100, 100, 100], [100, 100, 100, 100, 100, 100, 100, 100, 100], [100, 100, 100, 100, 100, 100, 100, 100, 100], [100, 100, 100, 100, 100, 100, 100, 100, 100], [100, 100, 100, 100, 100, 100, 100, 100, 100], [100, 100, 100, 100, 100, 100, 100, 100, 100], [100, 100, 100, 100, 100, 100, 100, 100, 100], [100, 100, 100, 100, 100, 100, 100, 100, 100]"
4975,walgrrens,Walgrrens,6763,['walgrrens'],[100]
4976,walis,"WALIS, INC.",6764,['walis'],[100]
4977,wallace,Wallace Pharmaceuticals Inc.,6765,['wallace'],[100]
4978,wallgreens,Wallgreens Co.,6766,['wallgreens'],[100]
4979,walmart,"WalMart, WalMart Inc, Walmart Inc., Walmart Inc.,, Walmart, Inc, Walmart, Inc., Walmart, Inc.,","6767, 6768, 6769, 6770, 6776, 6777, 6778","['walmart', 'walmart', 'walmart', 'walmart', 'walmart', 'walmart', 'walmart'], ['walmart', 'walmart', 'walmart', 'walmart', 'walmart', 'walmart', 'walmart'], ['walmart', 'walmart', 'walmart', 'walmart', 'walmart', 'walmart', 'walmart'], ['walmart', 'walmart', 'walmart', 'walmart', 'walmart', 'walmart', 'walmart'], ['walmart', 'walmart', 'walmart', 'walmart', 'walmart', 'walmart', 'walmart'], ['walmart', 'walmart', 'walmart', 'walmart', 'walmart', 'walmart', 'walmart'], ['walmart', 'walmart', 'walmart', 'walmart', 'walmart', 'walmart', 'walmart']","[100, 100, 100, 100, 100, 100, 100], [100, 100, 100, 100, 100, 100, 100], [100, 100, 100, 100, 100, 100, 100], [100, 100, 100, 100, 100, 100, 100], [100, 100, 100, 100, 100, 100, 100], [100, 100, 100, 100, 100, 100, 100], [100, 100, 100, 100, 100, 100, 100]"
4980,walmart stores,"Walmart Stores, Walmart Stores Inc, Walmart Stores Inc., Walmart Stores, Inc, WALMART STORES, INC.","6771, 6772, 6773, 6774, 6775","['walmart stores', 'walmart stores', 'walmart stores', 'walmart stores', 'walmart stores'], ['walmart stores', 'walmart stores', 'walmart stores', 'walmart stores', 'walmart stores'], ['walmart stores', 'walmart stores', 'walmart stores', 'walmart stores', 'walmart stores'], ['walmart stores', 'walmart stores', 'walmart stores', 'walmart stores', 'walmart stores'], ['walmart stores', 'walmart stores', 'walmart stores', 'walmart stores', 'walmart stores']","[100, 100, 100, 100, 100], [100, 100, 100, 100, 100], [100, 100, 100, 100, 100], [100, 100, 100, 100, 100], [100, 100, 100, 100, 100]"
4981,walnut,Walnut Medical Services,6779,['walnut'],[100]
4982,walter nelson,Walter E. Nelson Co.,6780,['walter nelson'],[100]
4983,warsan homeopathic,Warsan Homeopathic Laboratories,6781,['warsan homeopathic'],[100]
4984,warsan homoeopathic,"Warsan Homoeopathic, Warsan Homoeopathic Laboratories","6782, 6783","['warsan homoeopathic', 'warsan homoeopathic'], ['warsan homoeopathic', 'warsan homoeopathic']","[100, 100], [100, 100]"
4985,warsan homoepathic,Warsan Homoepathic Laboratories,6784,['warsan homoepathic'],[100]
4986,warsaw chemical,"Warsaw Chemical Holdings, LLC",6786,['warsaw chemical'],[100]
4987,warsaw chemical holding,"Warsaw Chemical Holding, LLC",6785,['warsaw chemical holding'],[100]
4988,wasatch product development,Wasatch Product Development,6787,['wasatch product development'],[100]
4989,washington homeopathic,Washington Homeopathic Products,6788,['washington homeopathic'],[100]
4990,washington homepathic,Washington Homepathic Products,6789,['washington homepathic'],[100]
4991,washington school medicine,Washington University School of Medicine,6790,['washington school medicine'],[100]
4992,water-jel,"Water-Jel Technologies, Water-Jel Technologies, LLC.","6791, 6792","['water-jel', 'water-jel'], ['water-jel', 'water-jel']","[100, 100], [100, 100]"
4993,waters,INTERNATIONAL WATERS PTY. LTD.,3277,['waters'],[100]
4994,waxie sanitary,Waxie Sanitary Supply,6793,['waxie sanitary'],[100]
4995,wayne,Wayne Pharmaceuticals Inc,6796,['wayne'],[100]
4996,wayne concept manufacturing,Wayne Concept Manufacturing Co Inc,6794,['wayne concept manufacturing'],[100]
4997,wayne oxygen welding,WAYNE OXYGEN AND WELDING SUPPLY COMPANY,6795,['wayne oxygen welding'],[100]
4998,wb ventures,WB Ventures LLC,6797,['wb ventures'],[100]
4999,we distributor,"We Care Distributor Inc, We Care Distributor Inc.","6798, 6799","['we distributor', 'we distributor'], ['we distributor', 'we distributor']","[100, 100], [100, 100]"
5000,we distributors,We Care Distributors Inc.,6800,['we distributors'],[100]
5001,webrx pharmacy palace,WebRx Pharmacy Palace,6801,['webrx pharmacy palace'],[100]
5002,wechem,"Wechem, Inc.",6802,['wechem'],[100]
5003,wecosmetics,WECOSMETICS Co.,6803,['wecosmetics'],[100]
5004,weekly point cosmetic,WEEKLY POINT COSMETIC,6804,['weekly point cosmetic'],[100]
5005,weeks leo,"Weeks and Leo, Inc.",6808,['weeks leo'],[100]
5006,weeks&leo,"Weeks & Leo, Weeks & Leo Co., Inc., weeks & Leo, Inc.","6805, 6806, 6807","['weeks&leo', 'weeks&leo', 'weeks&leo'], ['weeks&leo', 'weeks&leo', 'weeks&leo'], ['weeks&leo', 'weeks&leo', 'weeks&leo']","[100, 100, 100], [100, 100, 100], [100, 100, 100]"
5007,wegman,Wegman,6809,['wegman'],[100]
5008,wegmans food markets,"Wegmans Food Markets, WEGMANS FOOD MARKETS INC, Wegmans Food Markets Inc., Wegmans Food Markets, inc","6810, 6811, 6812, 6813","['wegmans food markets', 'wegmans food markets', 'wegmans food markets', 'wegmans food markets'], ['wegmans food markets', 'wegmans food markets', 'wegmans food markets', 'wegmans food markets'], ['wegmans food markets', 'wegmans food markets', 'wegmans food markets', 'wegmans food markets'], ['wegmans food markets', 'wegmans food markets', 'wegmans food markets', 'wegmans food markets']","[100, 100, 100, 100], [100, 100, 100, 100], [100, 100, 100, 100], [100, 100, 100, 100]"
5009,wei yuan trading,Wei Yuan Trading Inc,6814,['wei yuan trading'],[100]
5010,weifang hongyang pharmacy,"Weifang Hongyang Pharmacy Co., Ltd.",6815,['weifang hongyang pharmacy'],[100]
5011,weight loss,"Weight Loss Products LLC, Weight Loss Products, LLC","6816, 6817","['weight loss', 'weight loss'], ['weight loss', 'weight loss']","[100, 100], [100, 100]"
5012,weis markets,Weis Markets Inc.,6818,['weis markets'],[100]
