,Code,Description,Count
50551,SCRPHE,Scripps Health,357.0
50552,SCRPLT,Securaplane Technologies Inc,8.0
50553,SCRPMN,Americas Silver Corp.,11.0
50554,SCRPTG,Anadys Pharmaceuticals Inc,254.0
50555,SCRRA,Southern California Regional Rail Authority,3.0
50556,SCRSIB,S.C.R.-Sibelco NV,4.0
50557,SCRTEA,Sills Cummis & Gross P.C.,3.0
50558,SCRTFI,Universal Protection Service LLC,1.0
50559,SCRV,Beijing Enterprises Holdings Ltd,3.0
50560,SCRYLI,Second Cup Ltd.,1.0
50561,SCRZBK,Santa Cruz County Bank (California),8.0
50562,SCSC,Scudder Investments Inc,1.0
50563,SCSCI,ScanSource Inc,354.0
50564,SCSCRO,Social Science Research Council,3.0
50565,SCSEA,Subsea 7 S.A.,192.0
50566,SCSENG,SCS Engineers Inc,1.0
50567,SCSLRA,Scatec Solar ASA,2.0
50568,SCSPA,South Carolina State Ports Authority,8.0
50569,SCSSC,ScS Group PLC,3.0
50570,SCSTI,Seacast Inc.,2.0
50571,SCSTRN,"Saia, Inc.",214.0
50572,SCSY,Scientific Systems Inc,1.0
50573,SCTAN,Scottish Leather Group Ltd,6.0
50574,SCTAV,AVOX Systems Inc,5.0
50575,SCTBAD,The Scott Bader Commonwealth Ltd,2.0
50576,SCTECH,Superconductor Technologies Inc,187.0
50577,SCTEPR,Society of Trust and Estate Practitioners,2.0
50578,SCTFHG,Scout24 AG,12.0
50579,SCTIIN,"Scot Industries, Inc.",2.0
50580,SCTIO,Medicor Ltd,2.0
50581,SCTLGI,Spiegel Catalog Inc,49.0
50582,SCTMAN,Scotsman Industries Inc.,1.0
50583,SCTN,Scottish & Newcastle plc,1.0
50584,SCTNGC,Spectro Coating Corp.,2.0
50585,SCTNIN,Sciton Inc.,67.0
50586,SCTOR,Scitor Corporation,2.0
50587,SCTPMT,The Scottish Parliament,12.0
50588,SCTR,British Polythene Industries plc,18.0
50589,SCTRD,"Scottrade Financial Services, Inc.",35.0
50590,SCTRLT,KEYreit,6.0
50591,SCTSCO,Scotts Miracle-Gro Co,858.0
50592,SCTSP,Air Liquide America Specialty Gases LLC,10.0
50593,SCTSRC,Kahala Corp,3.0
50594,SCTTAN,Scottish Re Group Ltd,3.0
50595,SCTTAS,BB&T Scott & Stringfellow,8.0
50596,SCTTHC,HonorHealth,106.0
50597,SCTTXG,Society of Toxicology,138.0
50598,SCTVA,STV Group PLC,22.0
50599,SCTWFT,Scottish Wildlife Trust,2.0
50600,SCTWNL,ScinoPharm Taiwan Limited,119.0
50601,SCTYCD,Society of Chemical Industry,9.0
50602,SCTYSG,Society for Vascular Surgery,253.0
50603,SCUF,Shriram City Union Finance Ltd,11.0
50604,SCUMVI,Society of Automotive Engineers of China,1.0
50605,SCUZPV,The State Committee of the Republic of Uzbekistan for Assistance to Privatized Enterprises and Development of Competition,15.0
50606,SCVCOM,Startup Capital Ventures LLC,3.0
50607,SCVCUK,Security Service of Ukraine,3.0
50608,SCVNTI,Scivantage Inc,2.0
50609,SCVNTP,Scale Venture Partners,117.0
50610,SCVPPL,Southern Cross Venture Partners Pty Ltd,6.0
50611,SCVRUK,State Treasury Service of Ukraine,35.0
50612,SCWAI,Suffolk County Water Authority Inc,5.0
50613,SCWBAB,Schwab US Aggregate Bond ETF,18.0
50614,SCWFAO,FAO Schwarz Inc,25.0
50615,SCWFOD,The Schwan Food Company,30.0
50616,SCWUSD,Schwab US Dividend Equity ETF,3.0
50617,SCXCHB,Securities and Exchange Commission of Brazil,2.0
50618,SCXCMN,"Securities and Exchange Commission, Nigeria",11.0
50619,SCYII,Soucy International Inc,3.0
50620,SCYNXS,SCYNEXIS Inc,2563.0
50621,SCYWGR,Society of Women Engineers,17.0
50622,SCZP,iShares MSCI EAFE Small-Cap ETF,2.0
50623,SDADOE,South Dakota Department of Education,3.0
50624,SDAIC,State Development & Investment Corporation,5.0
50625,SDALBO,Sudal Industries Ltd,3.0
50626,SDAOG,San Diego Association Of Governments,1.0
50627,SDAZZI,ShoeDazzle.com Inc,3.0
50628,SDBAC,Bell Partners Inc,1.0
50629,SDBL,Sime Darby Berhad,17.0
50630,SDBQME,Schering do Brasil Quimica e Farmaceutica Ltda,24.0
50631,SDCCC,San Diego Convention Center Corporation Inc.,2.0
50632,SDCCUI,San Diego County Credit Union Inc,2.0
50633,SDCFCT,San Diego Center For Children,2.0
50634,SDCNUI,SDC Nutrition Inc.,106.0
50635,SDCSWA,Swedencare AB,4.0
50636,SDCTL,SDC Trailers Ltd,3.0
50637,SDCWA,San Diego County Water Authority,5.0
50638,SDDAI,Smith Power Products Inc,2.0
50639,SDDLCC,Saddle Creek Logistics Services,8.0
50640,SDDLHI,Saddlebrook Holdings Inc,1.0
50641,SDDNG,Seddon Group Ltd,2.0
50642,SDDOA,South Dakota Department of Agriculture,9.0
50643,SDDOH,South Dakota Department of Health,17.0
50644,SDDOSS,South Dakota Department of Social Services,18.0
50645,SDDOT,South Dakota Department of Transportation,6.0
50646,SDEAC,Deacon Corp.,2.0
50647,SDENTI,SDI Ltd,26.0
50648,SDEUTA,SNT Deutschland AG,2.0
50649,SDFBYT,Boyaa Interactive International Ltd.,1.0
50650,SDFFIM,Sadoff Investment Management LLC,3.0
50651,SDFIRZ,Sandfire Capital Inc.,4.0
50652,SDFLMZ,Select-TV Solutions Inc.,4.0
50653,SDGAUS,Sedgman Ltd,3.0
50654,SDGCHG,San Diego Chargers (team),70.0
50655,SDGFP,"South Dakota Game, Fish and Parks",7.0
50656,SDGMWK,weBoost LLC,5.0
50657,SDGPRT,San Diego Unified Port District,5.0
50658,SDGRHL,7 Days Group Holdings Ltd,27.0
50659,SDGSU,San Diego State University,530.0
50660,SDHGW,HEAG Suedhessische Energie AG,2.0
50661,SDHL,Sidhil Limited,3.0
50662,SDHMRT,Marriott International Inc.,2770.0
50663,SDIAGI,Sterling Diagnostic Imaging Inc,9.0
50664,SDIEGF,San Diego Foundation,1.0
50665,SDIEHA,Sharp Healthcare,113.0
50666,SDIGP,SDI Group plc,1.0
50667,SDINCJ,Song Da Infrastructure Construction Joint Stock Company,1.0
50668,SDJMKN,The Seventh Continent OJSC,2.0
50669,SDJTCC,SZ DJI Technology Co. Ltd.,5.0
50670,SDKBTT,The Brain Tumour Charity,5.0
50671,SDLAB,The Charles Stark Draper Laboratory Inc,82.0
50672,SDLLBT,"Shandong Longlive Bio-technology Co.,Ltd.",7.0
50673,SDLPLC,SDL PLC,24.0
50674,SDLPNO,Seadrill Partners LLC,377.0
50675,SDLYA,Sidley Austin LLP,562.0
50676,SDMA,Sedgwick LLP,15.0
50677,SDMCUS,Bionik Laboratories Corp.,836.0
50678,SDMFXP,State Administration of Foreign Experts Affairs,3.0
50679,SDMGRP,Stingray Group Inc.,2.0
50680,SDMHPC,Saudi Commission for Health Specialties,1.0
50681,SDMTDB,San Diego Metropolitan Transit System,1.0
50682,SDNHCI,Sidney Health Center,2.0
50683,SDNMAB,Sedana Medical Ab,9.0
50684,SDNSCR,Sidense Corp,2.0
50685,SDO,San Diego Gas & Electric Co,55.0
50686,SDOGSZ,ALPS Sector Dividend Dogs ETF,18.0
50687,SDOOC,Shangdong Oriental Ocean Sci-Tech Co Ltd,2.0
50688,SDORNR,Standards Organisation of Nigeria,1.0
50689,SDOWMC,Suny Downstate Medical Center,50.0
50690,SDPRET,SPDR S&P 500 ETF Trust,4444.0
50691,SDPSTC,Shanghai Milkground Food Tech Company Limited,1.0
50692,SDRCJG,Exelan Pharmaceuticals Inc,66.0
50693,SDREOT,Center For Sustainable Energy,2.0
50694,SDRGTR,SandRidge Mississippian Trust II,30.0
50695,SDRLPU,Superior Drilling Products Inc.,89.0
50696,SDRMDI,Sadra Medical Inc.,101.0
50697,SDSBIO,SDS Biotech K.K.,7.0
50698,SDSD,US Farms Inc.,2.0
50699,SDSJIN,Sands China Limited,10.0
50700,SDSOA,San Diego Symphony Orchestra Association,3.0
50701,SDTB,San Diego Trust Bank,1.0
50702,SDTDMU,State Administration of Traditional Chinese Medicine of the People's Republic of China,29.0
50703,SDTSIN,Sentry Data Systems Inc.,3.0
50704,SDUST,Hartcourt Companies Inc,13.0
50705,SDVCSI,Stretch Devices Inc,2.0
50706,SDVUI,SDV (USA) Inc.,1.0
50707,SDWDRI,Sidewinder Drilling Inc.,1.0
50708,SDXAPL,Sodexo Australia Pty Ltd,3.0
50709,SDXSG,PolyPid Ltd.,105.0
50710,SDYVIF,Arlo Technologies Inc,30.0
50711,SDZMSS,Sandridge Mississippian Trust I,4.0
50712,SEA,Societa per Azioni Esercizi Aeroportuali S.E.A.,1.0
50713,SEABAR,Sea Star Line LLC,3.0
50714,SEABC,Seacoast Banking Corp of Florida,158.0
50715,SEABFC,Seaboard Flour Llc,16.0
50716,SEABOT,HERA SpA,6.0
50717,SEABRI,Seattle Biomedical Research Institute,29.0
50718,SEAC,Belmond Ltd.,333.0
50719,SEACEM,"Global Ferronickel Holdings, Inc",1.0
50720,SEACHC,Seachrome Corporation,3.0
50721,SEACHT,SeaChange International Inc,489.0
50722,SEACHZ,Seach Ltd.,7.0
50723,SEACOF,Seattle Coffee Company,6.0
50724,SEACOR,SEACOR Holdings Inc,340.0
50725,SEADRG,SDX Energy PLC,9.0
50726,SEAFCO,Seafco PCL,2.0
50727,SEAGT,Seagate Technology PLC,1890.0
50728,SEAHLP,ProText Pharma Inc,11.0
50729,SEAHWK,Digital Turbine Inc.,269.0
50730,SEAIHI,Seabright Holdings Inc,6.0
50731,SEAII,Shaw Environmental & Infrastructure Inc,2.0
50732,SEAIPL,Pernod Ricard India Pvt Ltd,2.0
50733,SEAIRI,Seair Inc.,3.0
50734,SEALAN,"Maersk Line, Limited",69.0
50735,SEALF,Dockwise Ltd.,3.0
50736,SEAMBL,SeaMobile Inc,1.0
50737,SEAMET,Tanami Gold NL,1.0
50738,SEANAB,Seaside National Bank & Trust,10.0
50739,SEANER,Seanergy Maritime Holdings Corp.,72.0
50740,SEANSC,Strategic Equipment & Supply Corporation,2.0
50741,SEANW,Seattle Northwest Securities Corp,1.0
50742,SEAPP,Sony Electronics Asia Pacific Pte. Ltd.,2.0
50743,SEARIV,SeaRiver Maritime Inc,2.0
50744,SEASAC,"Lotus Pharmaceuticals, Inc.",7.0
50745,SEASHT,Jaywing PLC,3.0
50746,SEASJ,Seas Inc,9.0
50747,SEASMA,SEB Asset Management AG,4.0
50748,SEASOF,Seapine Software Inc,1.0
50749,SEATAB,PivotLink Corp.,3.0
50750,SEATFT,The Seattle Foundation,1.0
50751,SEATGE,Seattle Genetics Inc,14180.0
50752,SEATIT,Telecom Italia Media SpA,17.0
50753,SEATP,ItaliaOnline SpA,2.0
50754,SEATUV,Seattle University,69.0
50755,SEAWD,CITIC Resources Holdings Ltd,7.0
50756,SEB,Skandinaviska Enskilda Banken AB,146.0
50757,SEBAC,Severn Bancorp Inc,29.0
50758,SEBAPH,Sebapharma Gmbh & Co. KG,3.0
50759,SEBC,Seaboard Corporation,90.0
50760,SEBE,Invensys plc,54.0
50761,SEBFA,SEB Investment Management AB,146.0
50762,SEBFRA,SEB SA,77.0
50763,SEBGIK,SEIBU GIKEN,6.0
50764,SEBHNS,Naked Brand Group Ltd,111.0
50765,SEBIIN,Sebia Inc.,2.0
50766,SEBKA,SEB Kort AB,1.0
50767,SEBOP,First Growth Funds Limited,1.0
50768,SECAPE,SeaEscape Entertainment Inc,2.0
50769,SECAR,Seracare Life Sciences Inc,278.0
50770,SECARE,SelectCare Inc,11.0
50771,SECBAT,StellarOne Bank,5.0
50772,SECBPH,Security Bank Corporation,1.0
50773,SECCOM,Seacoast Commerce Banc Holdings,4.0
50774,SECCOR,Sec Carbon Limited,139.0
50775,SECDY,RSA Security Inc,30.0
50776,SECEFL,MJ Holdings Inc,25.0
50777,SECEL,Sechan Electronics Inc,2.0
50778,SECFRA,Dom Security,2.0
50779,SECFSN,S1 Corp,1.0
50780,SECHEN,Seche Environnement SA,18.0
50781,SECHII,Sechrist Industries Inc,47.0
50782,SECHS,Arbuthnot Banking Group PLC,42.0
50783,SECHSH,Loomis AB,29.0
50784,SECIIN,Security Industries Inc,2.0
50785,SECKU,Securities House Co,1.0
50786,SECLFL,South Eastern Coalfields Limited,3.0
50787,SECMIU,Starr Electric Company Inc,2.0
50788,SECNAI,Sectra North America Inc,28.0
50789,SECNCO,Karat Platinum Inc,2.0
50790,SECNRU,Security Council of Russia,1.0
50791,SECOCV,Second Century Ventures,2.0
50792,SECOHH,Second Harvest Heartland,2.0
50793,SECOM,"SECOM Co., Ltd",7.0
50794,SECS,Securities Trust of Scotland PLC,20.0
50795,SECSAI,SSI Securities Corporation,1.0
50796,SECSEC,secunet Security Networks AG,3.0
50797,SECSNI,Securities Service Network Inc,8.0
50798,SECTAB,Sectra AB,128.0
50799,SECTBP,Secure Trust Bank PLC,32.0
50800,SECTNA,Sectra Norge AS,2.0
50801,SECUPT,Securency International Pty Ltd,1.0
50802,SECURI,Pronova BioPharma ASA,30.0
50803,SECURT,Securitas AB,22.0
50804,SECVIK,Seco Tools AB,1.0
50805,SECVTR,Dermisonics Inc,3.0
50806,SECWS,SecureWorks Corp,273.0
50807,SEDBAR,La Seda de Barcelona SA,3.0
50808,SEDCZM,Seed Co,8.0
50809,SEDELG,Scholz Edelstahl GmbH,3.0
50810,SEDERC,Covalon Technologies Ltd.,638.0
50811,SEDINT,Security Devices International Inc,30.0
50812,SEDLBI,Sharp Edge Labs Inc,12.0
50813,SEDLPL,Nutri-Health Supplements LLC,4.0
50814,SEDNA,ingXabo Corp.,10.0
50815,SEDRLL,SeaDrill Ltd,905.0
50816,SEECND,"See's Candies, Inc.",10.0
50817,SEEDKY,SeedHeiwa Co. Ltd.,4.0
50818,SEEGRC,Seegrid Corp,5.0
50819,SEEINC,Service Experts Llc,6.0
50820,SEEKL,SEEK Limited,332.0
50821,SEELIN,Seeley International,4.0
50822,SEEMCH,Seeing Machines Ltd,5.0
50823,SEENSI,Ameresco Select Inc,1.0
50824,SEEWLL,Archer Ltd,3.0
50825,SEEXA,Senior Executives Association,4.0
50826,SEEXC,US Securities and Exchange Commission,581929.0
50827,SEFARS,SEFAR Holding AG,3.0
50828,SEFOOD,American Seafoods Group LLC,8.0
50829,SEFRES,Sefton Resources Inc,5.0
50830,SEFRLI,Southeastern Freight Lines Inc,4.0
50831,SEFRNC,Schneider Electric France,2.0
50832,SEGESP,Amundi SA,31.0
50833,SEGGIT,The Segal Group Inc,19.0
50834,SEGIXI,Cephalon Srl,24.0
50835,SEGL,SBE Entertainment Group LLC,19.0
50836,SEGRGL,Starwood Energy Group Global LLC,1.0
50837,SEGRT,PT Semen Indonesia (Persero) Tbk,7.0
50838,SEGSAM,SEGA SAMMY HOLDINGS INC.,11.0
50839,SEGSWD,Segulah Advisor AB,3.0
50840,SEGUSA,Sega of America Inc,1.0
50841,SEGWY,Segway Inc,8.0
50842,SEHAWK,Seattle Seahawks (team),160.0
50843,SEHENI,Short Elliott Hendrickson Inc,4.0
50844,SEHEON,Better Finance Inc,2.0
50845,SEHFBO,Second Harvest Food Bank of Santa Clara and San Mateo Counties,9.0
50846,SEHO,Guocoland Limited,1.0
50847,SEI,Sumitomo Electric Industries Ltd,99.0
50848,SEIAMC,SECURA Insurance Companies,1.0
50849,SEIATN,Solar Energy Industries Association,30.0
50850,SEIBHI,Seibu Holdings Incorporated,20.0
50851,SEIC,SEI Investments Co,450.0
50852,SEICRE,"Credit Saison Co., Ltd",5.0
50853,SEIDMG,Seidenader Maschinenbau GmbH,37.0
50854,SEIDS,"BDO Seidman, LLP",654.0
50855,SEIEQP,Seidler Equity Partners,5.0
50856,SEIGHT,S8 Ltd,1.0
50857,SEIKAG,Sumitomo Seika Chemicals Co Ltd,6.0
50858,SEIKNT,Seiko Instruments Inc,3.0
50859,SEILN,Seven Energy International Ltd.,2.0
50860,SEINBZ,Schneider Electric Infrastructure Ltd.,2.0
50861,SEINEL,Genexel-Sein Inc,1.0
50862,SEINNI,Security Innovation Inc.,2.0
50863,SEINT,Seino Holdings Co Ltd,1.0
50864,SEKCI,Se-Kure Controls Inc.,2.0
50865,SEKDIL,Sekisui Diagnostics LLC,101.0
50866,SEKHAT,Seiko Holdings Corporation,11.0
50867,SEKHLD,"MEC, Inc.",4.0
50868,SEKHO,Sekisui House Ltd,11.0
50869,SEKHRD,ShipBob Inc.,3.0
50870,SEKIAC,Sekisui America Corporation,2.0
50871,SEKIVL,Sekisui Voltek LLC,2.0
50872,SEKOFF,SEKO Worldwide,1.0
50873,SEKPLA,Sekisui Plastics Co Ltd,3.0
50874,SEKSWD,Beijer Ref AB,3.0
50875,SELAS,IntriCon Corporation,351.0
50876,SELEC,Santee Cooper,49.0
50877,SELEXS,Selexis SA,232.0
50878,SELFPC,Linde Engineering North America Inc.,2.0
50879,SELFRH,Self Regional Healthcare,15.0
50880,SELINC,Schweitzer Engineering Laboratories Inc,2.0
50881,SELING,Selective Insurance Group Inc,260.0
50882,SELKCB,Synerlab,9.0
50883,SELKCC,Selkirk Canada Corporation,7.0
50884,SELPHI,SelectX Pharmaceuticals,18.0
50885,SELR,Steinway Musical Instruments Inc,120.0
50886,SELSPR,Glacier Media Inc.,1.0
50887,SELTCO,Sleep Number Corp,435.0
50888,SELXNC,Elexience,8.0
50889,SELXRL,SOL Elixirs LLC,1.0
50890,SEMBLC,Sembler Company,1.0
50891,SEMCIB,PT Solusi Bangun Indonesia Tbk,2.0
50892,SEMEII,Seno Medical Instruments Inc.,61.0
50893,SEMEL,Seminole Electric Cooperative,1.0
50894,SEMGEP,Blueknight Energy Partners LP LLC,144.0
50895,SEMGL,SemGroup Corp.,739.0
50896,SEMINI,Seminis Inc.,2.0
50897,SEMLER,Semler Scientific Inc,1687.0
50898,SEMPA,Semapa Sociedade de Investimento e Gestao SGPS SA,5.0
50899,SEMPER,Sempra U.S. Gas & Power LLC,5.0
50900,SEMPUI,Sempermed Usa Inc.,6.0
50901,SEMPZZ,Semprus BioSciences Corp.,50.0
50902,SEMROI,Semrock Inc,4.0
50903,SEMVSI,Seminis Vegetable Seeds Inc,1.0
50904,SENAT,Scottish Enterprise,12.0
50905,SENDA,"Sentry Data Systems, Inc.",19.0
50906,SENDGI,SendGrid Inc.,123.0
50907,SENECC,Seneca Corporation,2.0
50908,SENFOD,Seneca Foods Corp,47.0
50909,SENGAM,Seneca Gaming Corporation,7.0
50910,SENGKG,Sengewald Klinikprodukte GmbH,2.0
50911,SENHBI,Senhwa Biosciences Incorporated,42.0
50912,SENHS,Sentara Healthcare,106.0
50913,SENIKE,"Senshu Ikeda Holdings,Inc.",1.0
50914,SENMEI,Seneca Medical Llc,12.0
50915,SENMHP,Senegal Ministry of Health and Social Welfare,1.0
50916,SENNCA,Sennheiser Communications A/S,15.0
50917,SENOLI,Sentinel Oncology Ltd.,2.0
50918,SENPH,"Senju Pharmaceutical Co., Ltd.",255.0
50919,SENPRU,ICICI Prudential Regular Income Fund,31.0
50920,SENRLL,Direct Energy Business LLC,2.0
50921,SENS,Sensirion Holding AG,38.0
50922,SENSAB,SensAble Technologies Inc,2.0
50923,SENSAD,Sense A/S,9.0
50924,SENSAI,Sensatex Inc,2.0
50925,SENSER,Almost Family Inc,326.0
50926,SENSFL,Sensient Flavors Ltd,2.0
50927,SENSIT,Sensitech Inc,7.0
50928,SENSLC,Strad Inc.,36.0
50929,SENSLP,Source Energy Services Ltd.,17.0
50930,SENSMC,Senvest Capital Inc,26.0
50931,SENSRY,Sensory Inc,8.0
50932,SENTAC,Sentage Corporation,16.0
50933,SENTEC,SENER Ingenieria y Sistemas S.A.,1.0
50934,SENTK,Independence Resources PLC,42.0
50935,SENTRE,Continental Gold Ltd.,2.0
50936,SENUMB,Oleo e Gas Participacoes – Ogpar,15.0
50937,SENVCI,Sage Environmental Consulting LP,2.0
50938,SENVIN,Shaw Environmental Inc,4.0
50939,SENVLC,Southern Environmental Law Center,2.0
50940,SENZPK,"Better Choice Company, Inc.",223.0
50941,SEOLIN,Seoulin Bioscience Co Ltd,6.0
50942,SEOSEM,Seoul Semiconductor Co Ltd,10.0
50943,SEPHAH,Sephaku Holdings Ltd,2.0
50944,SEPISP,Sociedad Estatal de Participaciones Industriales,2.0
50945,SEPLLP,Sun European Partners LLP,2.0
50946,SEPPIN,Seppic Inc,9.0
50947,SEPUHL,Hindustan Media Ventures Limited,5.0
50948,SEPURL,Sepura PLC,47.0
50949,SEPYIU,Service Employees International Union,153.0
50950,SEQ,Public Storage,772.0
50951,SEQC,Ergon Inc,8.0
50952,SEQEB,Energy Queensland Limited,1.0
50953,SEQEQI,Sequoia Equities Incorporated,2.0
50954,SEQFUI,Sequoia Fund Inc.,376.0
50955,SEQIND,Sequoia Capital India,17.0
50956,SEQLIM,Sequani Ltd,4.0
50957,SEQMED,Sequent Medical Inc,100.0
50958,SEQUCA,Sequoia Capital,193.0
50959,SEQUMA,Specialty Equipment Market Association,1.0
50960,SEQUSP,PrimeSource Building Products Inc,3.0
50961,SERABM,Serabi Gold PLC,13.0
50962,SERACC,Jamba Inc,316.0
50963,SERALI,JBS Foods SA,10.0
50964,SERBII,EMD Serono Research Institute Inc.,25.0
50965,SERCF,Serac SAS,12.0
50966,SERCGI,Serco Inc,3.0
50967,SERCOM,Serco Group PLC,145.0
50968,SERENO,Firm Capital American Realty Partners Corp.,2.0
50969,SERENS,SERENA Software Inc,19.0
50970,SEREZZ,Ser Educacional SA,2.0
50971,SERGPL,Serco Group Pty Limited,1.0
50972,SERGSM,Serigraph Inc,6.0
50973,SERICI,Fujifilm North America Corporation,4.0
50974,SERILL,ServiceSource International Inc,343.0
50975,SERIND,Serum Institute of India Limited,582.0
50976,SERLIC,Service Lloyds Insurance Company,1.0
50977,SEROEL,Merck Serono Europe Ltd,31.0
50978,SEROFS,Serono France SA,3.0
50979,SERONI,EMD Serono Inc,4087.0
50980,SERPOW,Servicepower Technologies PLC,2.0
50981,SERSBH,Sersol Berhad.,3.0
50982,SERTAL,72andSunny L.P.,4.0
50983,SERVCU,Service Credit Union,3.0
50984,SERVEK,SEHAC Holdings Corporation,4.0
50985,SERVLL,Servier Laboratories Ltd,6.0
50986,SERVP,SerVision PLC,6.0
50987,SERVT,Serv Tech Inc,9.0
50988,SESACI,SESAC Inc,1.0
50989,SESACQ,Sensibility Soaps Inc.,2.0
50990,SESAML,Sesame Bankhall Group Ltd,2.0
50991,SESCOP,Braemar Shipping Services PLC,22.0
50992,SESEIN,Stress Engineering Services Inc.,8.0
50993,SESFCU,Security Service Federal Credit Union,5.0
50994,SESGO,Vedanta Ltd.,213.0
50995,SESLU,SES SA,40.0
50996,SESMPI,Second Sight Medical Products Inc,2173.0
50997,SESR,SES Research GmbH,18.0
50998,SESTL,Singapore Exchange Securities Trading Ltd,105.0
50999,SESTN,Southeastern Asset Management Inc.,159.0
51000,SESYUS,SolarBridge Technologies Inc.,2.0
51001,SETAAM,Setanta Asset Management Ltd,1.0
51002,SETEHB,Sensata Technologies Holding PLC,749.0
51003,SETLMS,Seattle Mariners (team),39.0
51004,SETNOL,SSL International PLC,60.0
51005,SETOFI,Seminole Tribe of Florida Inc,5.0
51006,SETOHU,Seton Hill University,2.0
51007,SETOMC,Seton Medical Center,8.0
51008,SETR,Setra Systems Inc,3.0
51009,SETSOA,Shin-Etsu Silicones of America Inc,13.0
51010,SEUR,Value & Income Trust PLC,4.0
51011,SEVBSW,Semcon AB,1.0
51012,SEVEHF,Seven Hills Foundation,5.0
51013,SEVELS,7-Eleven Stores Pty Ltd,5.0
51014,SEVESL,Seven Seas Ltd,29.0
51015,SEVGEN,Seventh Generation Inc,40.0
51016,SEVMAG,HomeAdvisor Inc.,1.0
51017,SEVMOR,Severnij Morskoj Putj,3.0
51018,SEVNAI,Severstal North America Incorporated,5.0
51019,SEVOOL,Astrogenetix Inc.,18.0
51020,SEVROS,Sevin Rosen Funds,36.0
51021,SEVRR,Severfield PLC,11.0
51022,SEVTRT,Severn Trent PLC,192.0
51023,SEVTWL,Severn Trent Water Ltd,2.0
51024,SEVUC,Smith Electric Vehicles US Corp.,13.0
51025,SEVUPN,7-Up Bottling Co. PLC,2.0
51026,SEWHPL,Seymour Whyte Limited,1.0
51027,SEWINL,Saul Ewing Arnstein & Lehr LLP,187.0
51028,SEWLOG,Social Life Network Inc.,3.0
51029,SEWMHC,Peak Wellness Center Inc.,2.0
51030,SEXMD,Societe d'Exploitation des Magasins de Draveil,2.0
51031,SEYBOR,Seydler AG Securities and Financial Services,2.0
51032,SEZ,Stredoslovenska Energetika a.s.,1.0
51033,SF,SNF S.A.S.,8.0
51034,SFACC,Euler Hermes Group SA,26.0
51035,SFADMI,China State Forestry Administration,4.0
51036,SFAENL,Sanghvi Forging and Engineering Ltd,4.0
51037,SFAFT,The San Francisco Aids Foundation,18.0
51038,SFALML,7 For All Mankind LLC,1.0
51039,SFARM,Sopharma AD,59.0
51040,SFAUSU,Stephen F. Austin State University,5.0
51041,SFAUTO,State Farm Mutual Automobile Insurance Company,102.0
51042,SFBABL,Spencer Fane Britt & Browne LLP,3.0
51043,SFBCIT,PharmaNet Development Group Inc,21.0
51044,SFBLIF,Southern Farm Bureau Life Insurance Company Inc,3.0
51045,SFBULK,Safe Bulkers Inc,491.0
51046,SFCAAI,Society for Cardiovascular Angiography and Interventions,219.0
51047,SFCALN,Safic-Alcan et Compagnie,8.0
51048,SFCCLS,"SFC Co., Ltd.",3.0
51049,SFCDTC,Safecode Drug Technologies Corp,50.0
51050,SFCLNT,Truphone Limited,5.0
51051,SFCLPR,SoftBank Capital Limited Partner,30.0
51052,SFCLUL,Southampton Football Club Ltd,2.0
51053,SFCREW,Shoes For Crews LLC,6.0
51054,SFCSCF,San Francisco 49ers (team),148.0
51055,SFDDWV,Stifterverband für die Deutsche Wissenschaft e.V.,4.0
51056,SFDRLS,"Salient CRGT, Inc",21.0
51057,SFEBT,The Society for Experimental Biology,21.0
51058,SFECCP,ASX Clear Futures Pty Ltd,1.0
51059,SFEDES,Mutual of Omaha Bank,11.0
51060,SFEDSB,Security Federal Savings Bank,1.0
51061,SFFA,Reno De Medici SpA,11.0
51062,SFFACC,State Farm Fire & Casualty Company Inc,3.0
51063,SFFBR,Texas Biomedical Research Institute,15.0
51064,SFFC,Stifel Financial Corporation,961.0
51065,SFFL,Snowman Logistics Ltd.,21.0
51066,SFFT,The San Francisco Foundation,3.0
51067,SFGD,Close Brothers Group PLC,58.0
51068,SFGH,San Francisco General Hospital,264.0
51069,SFGNS,Sofgen SA,1.0
51070,SFGNTS,"San Francisco Baseball Associates, L.P.",2.0
51071,SFHLL,SAF-Holland SA,17.0
51072,SFHRMA,Society for Human Resource Management,100.0
51073,SFIAS,Sunflag Iron & Steel Co. Ltd,1.0
51074,SFIBEG,Schoelly Fiberoptic GmbH,22.0
51075,SFICT,The Standard Fire Insurance Co,9.0
