award_id_fain,award_id_uri,sai_number,obligated_amount,non_federal_funding_amount,total_funding_amount,face_value_of_loan,original_subsidy_cost,total_subsidy_cost,total_loan_value,period_of_performance_start_date,period_of_performance_current_end_date,awarding_agency_code,awarding_agency_name,awarding_sub_agency_code,awarding_sub_agency_name,awarding_office_code,awarding_office_name,funding_agency_code,funding_agency_name,funding_sub_agency_code,funding_sub_agency_name,funding_office_code,funding_office_name,recipient_duns,recipient_name,recipient_parent_duns,recipient_parent_name,recipient_country_code,recipient_country_name,recipient_address_line_1,recipient_address_line_2,recipient_city_code,recipient_city_name,recipient_county_code,recipient_county_name,recipient_state_code,recipient_state_name,recipient_zip_code,recipient_zip_last_4_code,recipient_congressional_district,recipient_foreign_city_name,recipient_foreign_province_name,recipient_foreign_postal_code,primary_place_of_performance_country_code,primary_place_of_performance_country_name,primary_place_of_performance_code,primary_place_of_performance_city_name,primary_place_of_performance_county_code,primary_place_of_performance_county_name,primary_place_of_performance_state_name,primary_place_of_performance_zip_4,primary_place_of_performance_congressional_district,primary_place_of_performance_foreign_location,cfda_number,cfda_title,assistance_type_code,assistance_type_description,award_description,business_funds_indicator_code,business_funds_indicator_description,business_types_code,business_types_description,record_type_code,record_type_description,last_modified_date
W81XWH1310256,,NO SAI  W81XWH3366,1430804,0,1430804,0,,,,9/1/13,8/31/17,97,DEPARTMENT OF DEFENSE (DOD),9700,DEPARTMENT OF DEFENSE,,,,,,,,,969663814,UNIVERSITY OF FLORIDA,159621697,BOARD OF GOVERNERS STATE UNIVERSITY SYSTEM OF FLORIDA,USA,UNITED STATES,207 GRINTER HALL,,25175,GAINESVILLE,1,ALACHUA,FL,FLORIDA,32611,1,,,,,USA,UNITED STATES,1225175,GAINESVILLE,1,ALACHUA,FLORIDA,326110001,,,12.42,MILITARY MEDICAL RESEARCH AND DEVELOPMENT,4,,TRANSLATIONAL ADVANCEMENT OF SOMATOSTATIN GENE DELIVERY FOR DISEASE MODIFICATION AND COGNITIVE SPARING IN INTRACTABLE EPILESPY,,,6,,2,,2016-11-09 00:00:00+00
90AR5007,,SAI UNAVAILABLE,330442,0,330442,,,,,4/1/15,9/29/17,75,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),7545,ADMINISTRATION ON AGING,75BG00,"ACL NATIONAL INSTITUTE ON DISABILITY, INDEPENDENT LIVING, AND REHABILITATION RESEARCH",,,,,,,98987217,UNIVERSITY OF ILLINOIS,41544081,UNIVERSITY OF ILLINOIS,USA,UNITED STATES,809 S MARSHFIELD RM 520,,14000,CHICAGO,31,COOK,IL,ILLINOIS,60612,4305,7,,,,USA,UNITED STATES,IL*****,,,,ILLINOIS,,90,,93.433,"ACL NATIONAL INSTITUTE ON DISABILITY, INDEPENDENT LIVING, AND REHABILITATION RESEARCH",5,COOPERATIVE AGREEMENT (B),ADVANCED TRAINING IN TRANSLATIONAL AND TRANSFORMATIONAL RESEARCH TO IMPROVE OUTCOMES FOR PEOPLE WITH DISABILITIES ADVANCED REHABILITATION RESEARCH AND TRAINING (ARRT) PROGRAM,NON,NOT RECOVERY ACT,H,PUBLIC/STATE CONTROLLED INSTITUTION OF HIGHER EDUCATION,2,NON-AGGREGATE RECORD,2019-04-03 15:35:45.220445+00
AIDFFPIO1400023,,SAI NOT AVAILABLE,4999303,0,4999303,0,,,,5/9/14,5/8/15,72,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),7200,AGENCY FOR INTERNATIONAL DEVELOPMENT,,,,,,,,,17698452,UNITED NATIONS CHILDREN'S FUND,1709294,UNITED NATIONS,USA,UNITED STATES,3 UNITED NATIONS PLAZA,,51000,NEW YORK,360,NEW YORK,NY,NEW YORK,10017,4414,,,,,USA,UNITED STATES,3651000,NEW YORK,61,NEW YORK,NEW YORK,100174414,,,98.001,USAID FOREIGN ASSISTANCE FOR PROGRAMS OVERSEAS,4,,DE-OBLIGATION IN THE AMOUNT OF $696.97 FOR CLOSEOUT.,,,12,,2,,2016-11-07 00:00:00+00
F14AC00838,,SAI EXEMPT,17094,0,17094,0,0,0,0,9/15/14,12/31/17,14,DEPARTMENT OF THE INTERIOR (DOI),1448,U.S. FISH AND WILDLIFE SERVICE,,,,,,,,,27026546,CENTER FOR NATURAL LANDS MANAGEMENT  INC,,,USA,UNITED STATES,27258 VIA INDUSTRIA STE B,,78120,TEMECULA,65,RIVERSIDE,CA,CALIFORNIA,92590,3751,42,,,,USA,UNITED STATES,CA78120,TEMECULA,65,RIVERSIDE,CALIFORNIA,92590-3751,42,,15.657,ENDANGERED SPECIES CONSERVATION – RECOVERY IMPLEMENTATION FUNDS,5,COOPERATIVE AGREEMENT (B),CNLM LARK CONSERVATION STRATEGY,NON,NOT RECOVERY ACT,M,NONPROFIT WITH 501C3 IRS STATUS (OTHER THAN AN INSTITUTION OF HIGHER EDUCATION),2,NON-AGGREGATE RECORD,2018-08-17 19:45:25.602546+00
06VSAVT003,,,10000,77360,87360,,,0,,8/6/06,11/24/07,485,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE (CNCS),9577,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,,,485,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE (CNCS),9577,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,,,91890231,"THE DREAM PROGRAM, INC.",,,USA,UNITED STATES,THE DREAM PROGRAM,PO BOX 361,85150,WINOOSKI,7,CHITTENDEN,VT,VERMONT,5404,361,0,,,,USA,UNITED STATES,VT*****,,,,VERMONT,,0,,94.013,VOLUNTEERS IN SERVICE TO AMERICA,4,PROJECT GRANT (B),"MISSION, HISTORY, AND BENEFICIARIES;
THE MISSION OF THE DREAM PROGRAM (DREAM) IS TO BUILD COMMUNITIES OF FAMILIES AND COLLEGE STUDENTS THAT EMPOWER CHILDREN FROM DISADVANTAGED CIRCUMSTANCES TO RECOGNIZE THEIR OPTIONS, MAKE INFORMED DECISIONS, AND ACHIEVE THEIR DREAMS.  DREAM BEGAN IN 1999 AS A STUDENT RUN ORGANIZATION AT DARTMOUTH COLLEGE WORKING WITH CHILDREN FROM THE TEMPLETON COURT APARTMENTS IN WHITE RIVER JUNCTION.  THE ORGANIZATION WAS INCORPORATED AS A NONPROFIT ORGANIZATION IN 2001 AND BEGAN TO REPLICATE THEIR MODEL IN OTHER LOW-INCOME HOUSING COMMUNITIES IN VERMONT.
DREAM SERVES GOVERNMENT-SUBSIDIZED, LOW AND VERY LOW-INCOME HOUSING DEVELOPMENTS.  DREAM SERVES RESIDENTS OF THE NORTHWOODS AND HOLLOW DRIVE APARTMENTS IN WHITE RIVER JUNCTION, THE ARMORY SQUARE APARTMENTS IN WINDSOR, THE ELM STREET APARTMENTS AND FRANKLIN STREET APARTMENTS IN WINOOSKI, THE FRANKLIN SQUARE APARTMENTS IN BURLINGTON, THE GREEN ACRES AND HIGHGATE APARTMENTS IN BARRE, THE FOREST PARK APARTMENTS IN RUTLAND AND THE BIRCHWOOD MOBILE HOME PARK IN MILTON.  THESE COMMUNITIES ALL HAVE HIGH LEVELS OF POVERTY AND OTHER RISK FACTORS.
	
PROJECT ACTIVITIES;
THE ROLE OF THE AMERICORPS*VISTA MEMBERS WILL BE TO HELP ESTABLISH LONG-TERM INFRASTRUCTURE WITHIN DREAM IN THREE DISTINCT ORGANIZATIONAL CAPACITY-BUILDING AREAS;
*ORGANIZATIONAL DEVELOPMENT
*LOCAL PROGRAM REPLICATION AND SUPPORT
*SUMMER CAMP DEVELOPMENT.  

WHILE AMERICORPS*VISTA MEMBERS WILL FOCUS ON A DESIGNATED AREA OF DREAM, THEY WILL ALSO BE EXPOSED TO ALL AREAS OF OPERATION AND GIVEN OPPORTUNITIES TO PURSUE THEIR INTERESTS INCLUDING STRATEGIC PLANNING FOR THE ORGANIZATION AND DEVELOPMENT WORK.",NON,NOT RECOVERY ACT,M,NONPROFIT WITH 501C3 IRS STATUS (OTHER THAN AN INSTITUTION OF HIGHER EDUCATION),2,NON-AGGREGATE RECORD,2018-09-28 18:51:11.163521+00
W81XWH1310058,,NO SAI  W81XWH3282,3191538,0,3191538,0,,,,1/15/13,1/14/18,97,DEPARTMENT OF DEFENSE (DOD),9700,DEPARTMENT OF DEFENSE,,,,,,,,,150805653,UNIVERSITY OF CENTRAL FLORIDA BOARD OF TRUSTE,159621697,BOARD OF GOVERNERS STATE UNIVERSITY SYSTEM OF FLORIDA,USA,UNITED STATES,4000 CNTRL FLORIDA BLVD,,53000,ORLANDO,95,ORANGE,FL,FLORIDA,32816,8005,,,,,USA,UNITED STATES,1253000,ORLANDO,95,ORANGE,FLORIDA,328168005,,,12.42,MILITARY MEDICAL RESEARCH AND DEVELOPMENT,4,,WHEN PARENTS GO TO WAR: PSYCHOSOCIAL ADJUSTMENT AMONG THE FAMILIES OF DEPLOYED OEF/OIF SERVICE MEMBERS,,,6,,2,,2016-11-09 00:00:00+00
L12AC20059,,SAI EXEMPT,182603,85464,268067,0,,,,8/25/12,9/30/16,14,DEPARTMENT OF THE INTERIOR (DOI),1422,BUREAU OF LAND MANAGEMENT,,,,,,,,,145372616,AMERICAN CONSERVATION EXPERIENCE,145372616,AMERICAN CONSERVATION EXPERIENCE,,,2900 N FORT VALLEY RD,,23620,FLAGSTAFF,5,COCONINO,AZ,ARIZONA,86001,5796,1,,,,,,659920,REDDING,,,CALIFORNIA,960020508,2,,15.231,"FISH, WILDLIFE AND PLANT CONSERVATION RESOURCE MANAGEMENT",5,,BIO INTERN FOR REDDING FIELD OFFICE,NON,,12,,2,,2016-12-20 00:00:00+00
NA14OAR4830271,,,74833,0,74833,0,,,,8/1/14,7/31/16,13,DEPARTMENT OF COMMERCE (DOC),1330,NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,,,,,,,,,175104595,UNIVERSITY OF CALIFORNIA SAN DIEGO,71549000,"CALIFORNIA, STATE OF",USA,UNITED STATES,8622 DISCOVERY WAY RM 116,,39346,LA JOLLA,73,SAN DIEGO,CA,CALIFORNIA,92093,1500,52,,,,USA,UNITED STATES,639346,LA JOLLA,73,SAN DIEGO,CALIFORNIA,920931500,52,,11.483,NOAA PROGRAMS FOR DISASTER RELIEF APPROPRIATIONS ACT - NON-CONSTRUCTION AN,5,,DEOBLIGATION,NON,,6,,2,,2016-11-03 00:00:00+00
NNX11AR64G,,SAI EXEMPT,634974,0,634974,,,,,9/1/11,8/31/17,80,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80NSSC,NASA SHARED SERVICES CENTER,80,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80NSSC,NASA SHARED SERVICES CENTER,92530369,UNIVERSITY OF CALIFORNIA  LOS ANGELES,71549000,"CALIFORNIA, STATE OF",USA,UNITED STATES,11000 KINROSS AVE STE 102,,44000,LOS ANGELES                 ,37,LOS ANGELES,CA,CALIFORNIA,90095,2000,33,,,,USA,UNITED STATES,CA44000,LOS ANGELES                 ,37,LOS ANGELES,CALIFORNIA,90095-2000,33,,43.001,SCIENCE,4,,IN THE COLLISION-LESS MAGNETOSPHERE  THE DYNAMIC VARIABILITY OF ENERGETIC ELECTRONS IN THE RADIATION BELTS IS LARGELY CONTROLLED BY INTERACTIONS WITH PLASMA WAVES. CONSEQUENTLY ACCURATE MODELING OF RADIATION BELT VARIABILITY  IN RESPONSE TO CHANGE IN THE SOLAR WIND OR GEOMAGNETIC ACTIVITY  REQUIRES THE DEVELOPMENT OF GLOBAL MODELS FOR IMPORTANT MAGNETOSPHERIC WAVES. WE THEREFORE PROPOSE TO DEVELOP IMPROVED MODELS FOR THE GLOBAL DISTRIBUTION AND SPECTRAL PROPERTIES OF THREE IMPORTANT WAVES (CHORUS  PLASMASPHERIC HISS  AND EQUATORIAL MAGNETOSONIC WAVES) USING DATA FROM THEMIS  DE1 AND RBSP ONCE IT BECOMES AVAILABLE. WE WILL ALSO ATTEMPT TO IDENTIFY THE PARTICLE DISTRIBUTIONS RESPONSIBLE FOR THE WAVE EXCITATION. CHORUS IS AN ELECTROMAGNETIC EMISSION PRODUCED IN THE LOW-DENSITY REGION OUTSIDE THE PLASMAPAUSE  WHICH CAN CAUSE BOTH PRECIPITATION LOSS AND LOCAL ACCELERATION OF ENERGETIC ELECTRONS. DETAILED MODELING OF NIGHTSIDE CHORUS HAS ALREADY BEEN OBTAINED FROM CRRES DATA  BUT THE SATELLITE COVERAGE WAS EXTREMELY RESTRICTED ON THE DAYSIDE  AND MANY IMPORTANT PROPERTIES OF DAYSIDE CHORUS REMAIN POORLY ESTABLISHED. THE FIVE THEMIS SPACECRAFT HAVE EXCELLENT SPATIAL COVERAGE FOR OVER 3 YEARS OVER THE ENTIRE CHORUS SOURCE REGION. SPECIFICALLY THIS DATA WILL BE USED TO DEVELOP AN IMPROVED MODEL FOR DAYSIDE CHORUS  AND IDENTIFY THE MECHANISM FOR CHORUS EXCITATION. WE WILL ALSO MODEL THE PROPERTIES OF PLASMASPHERIC HISS  WHICH PROVIDES THE DOMINANT LOSS PROCESS FOR ENERGETIC ELECTRONS DURING QUIET PERIODS IN THE EXTENDED STORM RECOVERY PHASE  AND TEST THE PROPOSED ORIGIN OF HISS FROM CHORUS. EQUATORIAL MAGNETOSONIC WAVES MAY CONTRIBUTE TO LOCAL ELECTRON ACCELERATION  BUT OUR CURRENT UNDERSTANDING OF THE WAVE PROPERTIES IS LIMITED TO A VERY RESTRICTED RANGE OF L-SHELLS (CLUSTER) OR WAVE FREQUENCIES (CRRES). THE THEMIS DATA WILL ALLOW US TO DEVELOP A COMPREHENSIVE GLOBAL MODEL FOR THE POWER SPECTRAL INTENSITY OF THIS IMPORTANT EMISSION AND IT'S RELATIONSHIP TO ION RING DISTRIBUTIONS. THE IMPROVED WAVE MODELS WILL BE USED TO EVALUATE QUASI-LINEAR DIFFUSION RATES  WHICH CAN BE INCORPORATED INTO DYNAMIC MODELS OF THE RADIATION BELTS. THE PROPOSED RESEARCH ADDRESSES THE NASA STRATEGIC GOAL 3.2 LISTED IN THE 2007-2016 SCIENCE PLAN: UNDERSTAND THE SUN AND ITS EFFECTS ON EARTH AND THE SOLAR SYSTEM. IT ALSO ADDRESSES SEVERAL KEY SCIENTIFIC PROBLEMS IDENTIFIED IN THE 2009-2030 HELIOPHYSICS ROADMAP:1) UNDERSTAND THE FUNDAMENTAL PHYSICAL PROCESSES OF THE SPACE ENVIRONMENT FROM THE SUN TO EARTH.2) UNDERSTAND THE PLASMA PROCESSES THAT ACCELERATE AND TRANSPORT PARTICLES.3) UNDERSTAND CHANGES IN THE EARTH'S MAGNETOSPHERE  IONOSPHERE  AND UPPER ATMOSPHERE TO ENABLE SPECIFICATION  PREDICTION  AND MITIGATION OF THEIR EFFECTS.THE PROPOSED TOPICS FOR STUDY ARE DIRECTLY RELEVANT TO THE CURRENT NASA MISSIONS ON THE TIME HISTORY OF EVENTS AND MACROSCOPIC INTERACTIONS DURING SUBSTORMS (THEMIS) AND THE RADIATION BELT STORM PROBES (RBSP) OF THE LIVING WITH A STAR PROGRAM.,NON,,H,,2,,2018-01-05 16:46:14.311975+00
W911QY1620002,,NO SAI  W911QYS1638,1340405,0,1340405,0,,,,1/19/16,11/1/17,97,DEPARTMENT OF DEFENSE (DOD),9700,DEPARTMENT OF DEFENSE,,,,,,,,,71284913,CHILDREN'S HOSPITAL MEDICAL CENTER,71284913,CHILDREN'S HOSPITAL MEDICAL CENTER,USA,UNITED STATES,3333 BURNET AVE,,15000,CINCINNATI,61,HAMILTON,OH,OHIO,45229,3026,,,,,USA,UNITED STATES,3915000,CINCINNATI,61,HAMILTON,OHIO,452293039,,,12.36,RESEARCH ON CHEMICAL AND BIOLOGICAL DEFENSE,5,,"NO COST EXTENSION, COMPLETION DATE CHANGED FROM 1 NOV 16 TO 1 NOV 17",,,12,,2,,2016-11-09 00:00:00+00
13SRNOH012,,,78048.67,51552,129600.67,,,,,4/1/13,4/30/16,485,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE (CNCS),9577,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,,,485,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE (CNCS),9577,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,,,92812510,BELMONT COUNTY CAC,92812510,COMMUNITY ACTION COMMISSION OF BELMONT COUNTY,USA,UNITED STATES,153 1/2 WEST MAIN STREET,,69526,SAINT CLAIRSVILLE,13,BELMONT,OH,OHIO,43950,1224,6,,,,USA,UNITED STATES,OH*****,,,,OHIO,,90,,94.002,RETIRED AND SENIOR VOLUNTEER PROGRAM,4,PROJECT GRANT (B),"THE COMMUNITY ACTION COMMISSION OF BELMONT COUNTY SPONSORS THE RSVP PROGRAM IN BELMONT COUNTY. THE COMMUNITY ACTION COMMISSION WAS ESTABLISHED IN MAY OF 1965 AS A PART OF PRESIDENT LYNDON B. JOHNSON'S WAR ON POVERTY. SINCE THAT TIME, CAC HAS WORKED TOWARD ITS MISSION OF COMBATING POVERTY AND ITS CONSEQUENCES BY OFFERING PROGRAMS TO HELP OUR RESIDENTS BECOME SELF SUFFICIENT AND TO MEET THEIR NEEDS AND GOALS. CAC SEARCHES FOR VOLUNTEER OPPORTUNITIES IN THE COMMUNITY WHICH SUPPORT OUR AGENCY MISSION AND MEET THE COMMUNITY NEEDS. VOLUNTEER STATIONS ARE DESIGNED TO HELP MANY DIFFERENT MEMBERS OF THE AREA INCLUDING LOW INCOME ADULTS AND THEIR CHILDREN, SENIORS, AND VETERANS.  A TOTAL OF 120 RSVP VOLUNTEERS WILL BE RECRUITED TO SERVICE 14 LOCATIONS IN BELMONT COUNTY TO MEET A VARIETY OF NEEDS.  THE SERVICES THAT THE VOLUNTEERS WILL PROVIDE ASSISTANCE WITH INCLUDE THE FOLLOWING:  OHIO BENEFIT BANK FOR HOUSEHOLDS, OHIO BENEFIT BANK FOR VETERANS, PRESCHOOLS, HEAD STARTS, THE SUMMER FOOD PROGRAM, LOCAL FOOD PANTRIES, A COMPUTER TECHNOLOGY CLASS, AND A COMMUNITY GARDEN.  AT THESE SITES THE VOLUNTEERS WILL: ASSIST HOUSEHOLDS AND VETERANS WITH THE PREPARATION OF FILING THEIR TAXES AND DETERMINE IF THE CLIENTS ARE ELIGIBLE FOR OTHER COMMUNITY SERVICES; WORK WITH CHILDREN ON SCHOOL READINESS SKILLS; ASSIST WITH THE HEALTHY LIVING THEME AT THE SUMMER FOOD PROGRAM AND ENSURE THAT CHILDREN ARE MAKING HEALTHY FOOD CHOICES; ASSIST IN THE PICK UP AND DELIVERY OF FOOD AT THE FOOD PANTRIES; SUPPORT AND DEVELOP BASIC COMPUTER KNOWLEDGE TO HELP PREPARE ADULTS TO BE MORE MARKETABLE IN TODAY'S COMPETITIVE WORKPLACE; AND ASSIST FAMILIES TO CREATE AND MAINTAIN A COMMUNITY GARDEN.  AT THE END OF THE 12 MONTH PERIOD WE PLAN TO HAVE THESE EXPECTED OUTCOMES AT THE VOLUNTEER SITES:  OHIO BENEFIT BANK FOR HOUSEHOLDS WILL SERVE APPROXIMATELY 100 INDIVIDUALS AND FAMILIES USING 10 RSVP VOLUNTEERS.  OHIO BENEFIT BANK FOR VETERANS WILL SERVE APPROXIMATELY 20 VETERANS WITH TAX PREPARATION AS WELL AS HELPING THEM FIND INFORMATION ABOUT OTHER SERVICES IN WHICH THEY WILL QUALIFY. THIS VETERANS PROGRAM WILL USE 10 VOLUNTEERS. 12 VOLUNTEERS WILL ASSIST APPROXIMATELY 120 PRESCHOOL STUDENTS WITH SCHOOL READINESS SKILLS OVER THE COURSE OF A SCHOOL YEAR.  13 VOLUNTEERS WILL ASSIST APPROXIMATELY 220 BELMONT COUNTY HEAD START CHILDREN WITH SCHOOL READINESS SKILLS.  10 RSVP VOLUNTEERS WILL SERVE APPROXIMATELY 320 HOURS OF SERVICE AT THE SUMMER FOOD SITES THROUGHOUT THE MONTHS OF JUNE, JULY, AND AUGUST PROVIDING CHILDREN WITH KNOWLEDGE FOR A HEALTHY FUTURE. 50 VOLUNTEERS WILL BE PLACED AT LOCAL FOOD PANTRIES THROUGHOUT THE COUNTY SPENDING UP TO 15 HOURS PER WEEK AT THE STATIONS. 5 VOLUNTEERS WILL SERVE 25 CLIENTS HELPING THEM LEARN BASIC COMPUTER SKILLS. 10 VOLUNTEERS WILL WORK CLOSELY WITH 20 FAMILIES TO BUILD A GARDEN THAT WILL MEET THE NEEDS OF LOCAL LOW INCOME FAMILIES.    THE CNCS FEDERAL INVESTMENT OF $32,668 WILL BE SUPPLEMENTED BY $_22 302 .(ANTICIPATED LEVEL OF NON-FEDERAL RESOURCES). 

&#8195;",NON,NOT RECOVERY ACT,M,NONPROFIT WITH 501C3 IRS STATUS (OTHER THAN AN INSTITUTION OF HIGHER EDUCATION),2,NON-AGGREGATE RECORD,2018-09-27 19:27:57.037739+00
06VSAMA006,,,2723121.3,3463114,6186235.3,,,0,,7/9/06,9/20/14,485,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE (CNCS),9577,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,,,485,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE (CNCS),9577,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,,,73134835,TUFTS UNIVERSITY/MA CAMPUS COMPACT,73134835,TRUSTEES OF TUFTS COLLEGE INC,USA,UNITED STATES,20 PROFESSORS ROW,,39835,MEDFORD,17,MIDDLESEX,MA,MASSACHUSETTS,2155,5807,7,,,,USA,UNITED STATES,MA*****,,,,MASSACHUSETTS,,90,,94.013,VOLUNTEERS IN SERVICE TO AMERICA,4,PROJECT GRANT (B),"MASSACHUSETTS CAMPUS COMPACT  (MACC) IS A STATE-WIDE COALITION OF OVER 70 COLLEGE AND UNIVERSITY PRESIDENTS COMMITTED TO DEVELOPING THE CIVIC SKILLS OF STUDENTS, BUILDING PARTNERSHIPS WITH THE COMMUNITY AND INTEGRATING CIVIC ENGAGEMENT WITH TEACHING AND RESEARCH.
MACC IS  DEDICATED TO FULFILLING THE CIVIC PURPOSES OF HIGHER EDUCATION. IN THE MIDST OF DIRE WARNINGS OF ECONOMIC AND CIVIC RECESSION, WE BELIEVE THERE IS GREAT PROMISE IN LEVERAGING THE POWER OF COMMUNITY ENGAGEMENT TO FOSTER VITAL, VIBRANT, AND HEALTHY COMMUNITIES. MACC HAS A LONG HISTORY OF SUPPORTING CAMPUS-COMMUNITY PARTNERSHIPS, WITH THE KNOWLEDGE THAT THESE COLLABORATIONS HAVE THE ABILITY TO FOSTER CIVIC AND ECONOMIC CHANGE. CONNECTING ECONOMIC DEVELOPMENT AND CIVIC ENGAGEMENT IN STRATEGIC WAYS ALLOWS MACC INSTITUTIONS TO HAVE A SUPPORT COMMUNITY RENEWAL ACROSS MASSACHUSETTS.
EACH YEAR, MACC SUPPORTS MEMBER INSTITUTIONS WITH PROFESSIONAL DEVELOPMENT, ADVISING AND NETWORKING OPPORTUNITIES. THIS INCLUDES REGIONAL AND STATE-WIDE GATHERINGS, DEVELOPING AND DISTRIBUTING RESOURCES, AND PROVIDING INDIVIDUALIZED CONSULTING TO CAMPUSES. THESE EFFORTS FOCUS ON SUPPORTING CAMPUSES IN ENGAGING WITH COMMUNITY PARTNERS IN FOCUSED, DEDICATED, AND MEANINGFUL WAYS.
AS PART OF THE NATIONAL CAMPUS COMPACT NETWORK MACC IS ONE OF OVER 30 STATE OFFICES THAT COLLABORATE TO SUPPORT INNOVATIVE APPROACHES TO MOBILIZING HIGHER EDUCATION RESOURCES TO ADDRESS IMPORTANT COMMUNITY ISSUES ACROSS THE COUNTRY. 
THE MACC VISTA PROGRAM HAS BEEN SUCCESSFUL IN DEEPENING HIGHER EDUCATION'S IMPACT ON LOW-INCOME COMMUNITIES THROUGH A FOCUS ON THE DEVELOPMENT OF SUSTAINABLE INTERNAL SYSTEMS FOR CIVIC ENGAGEMENT AND THE DEVELOPMENT OF RECIPROCAL PARTNERSHIPS BETWEEN COLLEGES AND COMMUNITY-BASED ORGANIZATIONS. AS A RESULT OF MACC VISTA EFFORTS, THERE ARE MORE PARTNERSHIPS BETWEEN COMMUNITY-BASED ORGANIZATIONS AND COLLEGES AND UNIVERSITIES. THERE ARE MORE STUDENTS CIVICALLY ENGAGED IN THEIR COMMUNITIES THROUGH VOLUNTEER OPPORTUNITIES, COMMUNITY SERVICE FEDERAL WORK-STUDY, AND SERVICE LEARNING PROGRAMS, AMONG OTHER THINGS.  OVERALL, THERE IS AN INCREASED CAPACITY FOR INSTITUTIONS OF HIGHER EDUCATION TO CONTINUE TO SERVE COMMUNITIES IN MEANINGFUL WAYS. 

NON-PROFIT COMMUNITY BASED ORGANIZATIONS (CBOS) FACE A NUMBER OF CHALLENGES IN THEIR RESPECTIVE COMMUNITIES. THESE CAN INCLUDE AN INCREASING DEMAND FOR THEIR SERVICES THAT DOES NOT MATCH THEIR CAPACITY; FEWER RESOURCES; UNMET FUNDING NEEDS; AND INCREASING NEED FOR ASSESSMENT AND EVALUATION. DEVELOPING A PARTNERSHIP WITH A NEIGHBORING COLLEGE AND/OR UNIVERSITY CAN BE AN EFFECTIVE WAY TO RESPOND TO THESE CHALLENGES.

25 MACC AMERICORPS*VISTA MEMBERS WILL CONTINUE TO DEVELOP, BUILD, SUPPORT, AND DEEPEN CAMPUS-COMMUNITY PARTNERSHIPS FOR EDUCATION AND ECONOMIC OPPORTUNITY. THESE PARTNERSHIPS WILL STRENGTHEN THE CAPACITY OF LOCAL ORGANIZATIONS TO ALLEVIATE POVERTY IN LOW-INCOME COMMUNITIES BY LEVERAGING THE RESOURCES OF HIGHER EDUCATION INSTITUTIONS. TO SUPPORT THIS SPECIFIC FOCUS, MACC AMERICORPS*VISTA MEMBERS MUST SPEND NO LESS THAN 25% OF THEIR TIME EMBEDDED IN THE COMMUNITY. AS A RESULT, INDIVIDUAL COMMUNITY BASED ORGANIZATIONS WILL BE BETTER ABLE TO FULFILL THEIR ORGANIZATIONAL MISSIONS AND DIRECTLY ADDRESS ISSUES THAT EFFECT THEIR CONSTITUENCIES, LOW-INCOME POPULATIONS THROUGHOUT MASSACHUSETTS.  STRATEGIC AND SUSTAINABLE RELATIONSHIPS AND PARTNERSHIPS BETWEEN COLLEGES AND COMMUNITY-BASED ORGANIZATIONS WILL RESULT IN A GREATER ALIGNMENT OF RESOURCES AND NEEDS BETWEEN PARTNERS, INCREASED NUMBERS OF STUDENTS AND FACULTY INVOLVED IN SERVICE TO LOCAL COMMUNITIES, SYSTEMS FOR THE TARGETED USE OF RESOURCES, AND MECHANISMS TO EVALUATE IMPACT OVER TIME. OVERALL, VISTA MEMBERS WILL BUILD CAPACITY AND SUSTAINABILITY OF THEIR ASSIGNED CAMPUS-COMMUNITY PARTNERSHIP(S) AND ITS WORK TO ADDRESS POVERTY AND POVERTY RELATED ISSUES.",NON,NOT RECOVERY ACT,O,PRIVATE INSTITUTION OF HIGHER EDUCATION,2,NON-AGGREGATE RECORD,2018-09-28 18:51:11.060938+00
