"","fam","certification","number","x1","x2","name_cert"
"5061","51","Machinist Certification",29,"Machinist ","Machinist ","Machinist "
"5062","51","Maintenance Certification",7,"Maintenance ","Maintenance ","Maintenance "
"5063","51","Manufacturing Certification",14,"Manufacturing ","Manufacturing ","Manufacturing "
"5064","51","Massage Therapist Certification",1,"Massage Therapist ","Massage Therapist ","Massage Therapist "
"5065","51","Master Electrician License",4,"Master Electrician License","Master Electrician License","Master Electrician License"
"5066","51","Master Mechanic",2,"Master Mechanic","Master Mechanic","Master Mechanic"
"5067","51","Master Plumber License",1,"Master Plumber License","Master Plumber License","Master Plumber License"
"5068","51","Master Project Management",1,"Master Project Management","Master Project Management","Master Project Management"
"5069","51","Mbe Certified",9,"Mbe Certified","Mbe ","Mbe "
"5070","51","Medical Exam Certificate",1,"Medical Exam Certificate","Medical Exam Certificate","Medical Exam "
"5071","51","Medical Examiner's License",1,"Medical Examiner's License","Medical Examiner's License","Medical Examiner's License"
"5072","51","Medical Laboratory Technologist",1,"Medical Laboratory Technologist","Medical Laboratory Technologist","Medical Laboratory Technologist"
"5073","51","Medical Terminology Certification",1,"Medical Terminology ","Medical Terminology ","Medical Terminology "
"5074","51","Microsoft Certified Professional (MCP)",4,"Microsoft Certified Professional (MCP)","Microsoft  Professional (MCP)","Microsoft  Professional (MCP)"
"5075","51","Microsoft Certified Solutions Expert (MCSE)",2,"Microsoft Certified Solutions Expert (MCSE)","Microsoft  Solutions Expert (MCSE)","Microsoft  Solutions Expert (MCSE)"
"5076","51","Mold Remediation Certification",7,"Mold Remediation ","Mold Remediation ","Mold Remediation "
"5077","51","Mortgage License",1,"Mortgage License","Mortgage License","Mortgage License"
"5078","51","Municipal Solid Waste Combustion Facilities Operator",2,"Municipal Solid Waste Combustion Facilities Operator","Municipal Solid Waste Combustion Facilities Operator","Municipal Solid Waste Combustion Facilities Operator"
"5079","51","National Board for Certification in Occupational Therapy (NBCOT)",11,"National Board for  in Occupational Therapy (NBCOT)","National Board for  in Occupational Therapy (NBCOT)","National Board for  in Occupational Therapy (NBCOT)"
"5080","51","National Career Readiness Certificate (NCRC)",6,"National Career Readiness Certificate (NCRC)","National Career Readiness Certificate (NCRC)","National Career Readiness  (NCRC)"
"5081","51","NICET I",1,"NICET I","NICET I","NICET I"
"5082","51","NICET II",1,"NICET II","NICET II","NICET II"
"5083","51","North American Defense Contractors Accreditation Program (NAD-CAP)",22,"North American Defense Contractors Accreditation Program (NAD-CAP)","North American Defense Contractors Accreditation Program (NAD-CAP)","North American Defense Contractors Accreditation Program (NAD-CAP)"
"5084","51","North American Technician Excellence (NATE)",12,"North American Technician Excellence (NATE)","North American Technician Excellence (NATE)","North American Technician Excellence (NATE)"
"5085","51","Notary License",2,"Notary License","Notary License","Notary License"
"5086","51","Occupational Safety and Health Administration Certification",153,"Occupational Safety and Health Administration ","Occupational Safety and Health Administration ","Occupational Safety and Health Administration "
"5087","51","Oil Burner Technician",2,"Oil Burner Technician","Oil Burner Technician","Oil Burner Technician"
"5088","51","Operations Certification",8,"Operations ","Operations ","Operations "
"5089","51","Orthotic and Prosthetic Technician",8,"Orthotic and Prosthetic Technician","Orthotic and Prosthetic Technician","Orthotic and Prosthetic Technician"
"5090","51","OSHA Forklift Certification",5,"OSHA Forklift ","OSHA Forklift ","OSHA Forklift "
"5091","51","OSHA Safety 10 Hour",39,"OSHA Safety 10 Hour","OSHA Safety 10 Hour","OSHA Safety 10 Hour"
"5092","51","OSHA Safety 30 Hour",7,"OSHA Safety 30 Hour","OSHA Safety 30 Hour","OSHA Safety 30 Hour"
"5093","51","Passive Intermodulation Testing (PIM)",1,"Passive Intermodulation Testing (PIM)","Passive Intermodulation Testing (PIM)","Passive Intermodulation Testing (PIM)"
"5094","51","Pest Control Applicator",25,"Pest Control Applicator","Pest Control Applicator","Pest Control Applicator"
"5095","51","Pharmacist License",1,"Pharmacist License","Pharmacist License","Pharmacist License"
"5096","51","Pharmacy Technician Certification Board (PTCB)",1,"Pharmacy Technician  Board (PTCB)","Pharmacy Technician  Board (PTCB)","Pharmacy Technician  Board (PTCB)"
"5097","51","Phlebotomy Certification",1,"Phlebotomy ","Phlebotomy ","Phlebotomy "
"5098","51","Pilot Certification",2,"Pilot ","Pilot ","Pilot "
"5099","51","Pipefitter",2,"Pipefitter","Pipefitter","Pipefitter"
"5100","51","Plumbing Certification",12,"Plumbing ","Plumbing ","Plumbing "
"5101","51","Plumbing License",17,"Plumbing License","Plumbing License","Plumbing License"
"5102","51","PMMI Mechatronics Certification",7,"PMMI Mechatronics ","PMMI Mechatronics ","PMMI Mechatronics "
"5103","51","Police Officer",2,"Police Officer","Police Officer","Police Officer"
"5104","51","Polygraph",5,"Polygraph","Polygraph","Polygraph"
"5105","51","Printing Technology",1,"Printing Technology","Printing Technology","Printing Technology"
"5106","51","Production Certificate",1,"Production Certificate","Production Certificate","Production "
"5107","51","Project Management Certification",42,"Project Management ","Project Management ","Project Management "
"5108","51","Project Management Professional (PMP)",13,"Project Management Professional (PMP)","Project Management Professional (PMP)","Project Management Professional (PMP)"
"5109","51","Property and Casualty License",2,"Property and Casualty License","Property and Casualty License","Property and Casualty License"
"5110","51","Psychiatric Nurse Practitioner",1,"Psychiatric Nurse Practitioner","Psychiatric Nurse Practitioner","Psychiatric Nurse Practitioner"
"5111","51","Psychologist License",2,"Psychologist License","Psychologist License","Psychologist License"
"5112","51","Public Safety Certificate",2,"Public Safety Certificate","Public Safety Certificate","Public Safety "
"5113","51","Quality Education",1,"Quality Education","Quality Education","Quality Education"
"5114","51","Quality Service",2,"Quality Service","Quality Service","Quality Service"
"5115","51","Quality System",7,"Quality System","Quality System","Quality System"
"5116","51","Radiation Safety Certification",2,"Radiation Safety ","Radiation Safety ","Radiation Safety "
"5117","51","Radiation Safety Certified",2,"Radiation Safety Certified","Radiation Safety ","Radiation Safety "
"5118","51","Radiography Certification",5,"Radiography ","Radiography ","Radiography "
"5119","51","Radiologic Technician",1,"Radiologic Technician","Radiologic Technician","Radiologic Technician"
"5120","51","Reactor Operator License",59,"Reactor Operator License","Reactor Operator License","Reactor Operator License"
"5121","51","Red X Certification",1,"Red X ","Red X ","Red X "
"5122","51","Red X Master Certification",1,"Red X Master ","Red X Master ","Red X Master "
"5123","51","Registered Behavior Technician",3,"Registered Behavior Technician","Registered Behavior Technician","Registered Behavior Technician"
"5124","51","Registered Cardiovascular Invasive Specialist",2,"Registered Cardiovascular Invasive Specialist","Registered Cardiovascular Invasive Specialist","Registered Cardiovascular Invasive Specialist"
"5125","51","Registered Environmental Health Specialist",3,"Registered Environmental Health Specialist","Registered Environmental Health Specialist","Registered Environmental Health Specialist"
"5126","51","Registered Radiologic Technologist",2,"Registered Radiologic Technologist","Registered Radiologic Technologist","Registered Radiologic Technologist"
"5127","51","Registered Respiratory Therapist",2,"Registered Respiratory Therapist","Registered Respiratory Therapist","Registered Respiratory Therapist"
"5128","51","SANS/GIAC Certification",3,"SANS/GIAC ","SANS/GIAC ","SANS/GIAC "
"5129","51","Security Clearance",327,"Security Clearance","Security Clearance","Security Clearance"
"5130","51","Security Guard Certification",2,"Security Guard ","Security Guard ","Security Guard "
"5131","51","Series 6",1,"Series 6","Series 6","Series 6"
"5132","51","Series 63",1,"Series 63","Series 63","Series 63"
"5133","51","Series 7",1,"Series 7","Series 7","Series 7"
"5134","51","ServSafe",13,"ServSafe","ServSafe","ServSafe"
"5135","51","Shop Math",2,"Shop Math","Shop Math","Shop Math"
"5136","51","SHRM Certified Professional (SHRM-CP)",1,"SHRM Certified Professional (SHRM-CP)","SHRM  Professional (SHRM-CP)","SHRM  Professional (SHRM-CP)"
"5137","51","Six Sigma Black Belt Certification",20,"Six Sigma Black Belt ","Six Sigma Black Belt ","Six Sigma Black Belt "
"5138","51","Six Sigma Certification",23,"Six Sigma ","Six Sigma ","Six Sigma "
"5139","51","Six Sigma Green Belt Certification",5,"Six Sigma Green Belt ","Six Sigma Green Belt ","Six Sigma Green Belt "
"5140","51","Six Sigma Master Black Belt",21,"Six Sigma Master Black Belt","Six Sigma Master Black Belt","Six Sigma Master Black Belt"
"5141","51","Six Sigma Yellow Belt",3,"Six Sigma Yellow Belt","Six Sigma Yellow Belt","Six Sigma Yellow Belt"
"5142","51","Social Work License",11,"Social Work License","Social Work License","Social Work License"
"5143","51","Soldering Certification",1,"Soldering ","Soldering ","Soldering "
"5144","51","Stationary Engineer License",245,"Stationary Engineer License","Stationary Engineer License","Stationary Engineer License"
"5145","51","Swimming Pool Operators Certified",1,"Swimming Pool Operators Certified","Swimming Pool Operators ","Swimming Pool Operators "
"5146","51","Systems Security Certified Practitioner (SSCP)",3,"Systems Security Certified Practitioner (SSCP)","Systems Security  Practitioner (SSCP)","Systems Security  Practitioner (SSCP)"
"5147","51","TOGAF Certification",1,"TOGAF ","TOGAF ","TOGAF "
"5148","51","Tool and Die",171,"Tool and Die","Tool and Die","Tool and Die"
"5149","51","Training For Intervention Procedures (TIPS) Certification",1,"Training For Intervention Procedures (TIPS) ","Training For Intervention Procedures (TIPS) ","Training For Intervention Procedures (TIPS) "
"5150","51","U.S. Department of Labor",46,"U.S. Department of Labor","U.S. Department of Labor","U.S. Department of Labor"
"5151","51","Vmware Certified Professional (VCP)",1,"Vmware Certified Professional (VCP)","Vmware  Professional (VCP)","Vmware  Professional (VCP)"
"5152","51","Vocational Rehabilitation License",2,"Vocational Rehabilitation License","Vocational Rehabilitation License","Vocational Rehabilitation License"
"5153","51","Vocational Technical Certificate",1,"Vocational Technical Certificate","Vocational Technical Certificate","Vocational Technical "
"5154","51","Waste Management Facility Operator",3,"Waste Management Facility Operator","Waste Management Facility Operator","Waste Management Facility Operator"
"5155","51","Wastewater Collection License",77,"Wastewater Collection License","Wastewater Collection License","Wastewater Collection License"
"5156","51","Wastewater Treatment Certification",292,"Wastewater Treatment ","Wastewater Treatment ","Wastewater Treatment "
"5157","51","Wastewater Treatment Plant Operator",1652,"Wastewater Treatment Plant Operator","Wastewater Treatment Plant Operator","Wastewater Treatment Plant Operator"
"5158","51","Wastewater Treatment Plant Operator Grade I",118,"Wastewater Treatment Plant Operator Grade I","Wastewater Treatment Plant Operator Grade I","Wastewater Treatment Plant Operator Grade I"
"5159","51","Wastewater Treatment Plant Operator Grade Ii",76,"Wastewater Treatment Plant Operator Grade Ii","Wastewater Treatment Plant Operator Grade Ii","Wastewater Treatment Plant Operator Grade Ii"
"5160","51","Wastewater Treatment Plant Operator Grade Iii",34,"Wastewater Treatment Plant Operator Grade Iii","Wastewater Treatment Plant Operator Grade Iii","Wastewater Treatment Plant Operator Grade Iii"
"5161","51","Wastewater Treatment Plant Operator Grade Iv",5,"Wastewater Treatment Plant Operator Grade Iv","Wastewater Treatment Plant Operator Grade Iv","Wastewater Treatment Plant Operator Grade Iv"
"5162","51","Welding Certification",100,"Welding ","Welding ","Welding "
"5163","51","Work Keys",4,"Work Keys","Work Keys","Work Keys"
"5164","51","Workplace Hazardous Materials Information System",4,"Workplace Hazardous Materials Information System","Workplace Hazardous Materials Information System","Workplace Hazardous Materials Information System"
"5165","53","100 Ton Master Captain's License",1,"100 Ton Master Captain's License","100 Ton Master Captain's License","100 Ton Master Captain's License"
"5166","53","Adjuster License",4,"Adjuster License","Adjuster License","Adjuster License"
"5167","53","Air Brake Certified",13,"Air Brake Certified","Air Brake ","Air Brake "
"5168","53","Airline Transport Pilot License",2,"Airline Transport Pilot License","Airline Transport Pilot License","Airline Transport Pilot License"
"5169","53","American Board for Engineering and Technology (ABET) Accredited",2,"American Board for Engineering and Technology (ABET) Accredited","American Board for Engineering and Technology (ABET) Accredited","American Board for Engineering and Technology (ABET) Accredited"
