"","full_address","must_inc_number_address","bedrooms","bathrooms","sqft","text","source"
"2560","7953 HIGHWAY 81, SAINT THOMAS, ND, 58276","""7953"" HIGHWAY 81, SAINT THOMAS, ND, 58276","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/7953-Highway-81...7953 Highway 81, Saint Thomas, ND 58276 | ZillowWeb7953 Highway 81 , Saint Thomas, ND 58276-9707 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on …","zillow"
"2561","14785 79TH ST NE, SAINT THOMAS, ND, 58276","""14785"" 79TH ST NE, SAINT THOMAS, ND, 58276",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/14785-79th-St...14785 79th St Ne, Saint Thomas, ND 58276 | ZillowWebSaint Thomas Home values; Sellers guide; Selling options. Find a seller's agent; Post For Sale by Owner","zillow"
"2562","8830 146TH AVE NE, SAINT THOMAS, ND, 58276","""8830"" 146TH AVE NE, SAINT THOMAS, ND, 58276","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/8830-146th-Ave...8830 146th Ave NE, Saint Thomas, ND 58276 | ZillowWeb8830 146th Ave NE , Saint Thomas, ND 58276-9523 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on …","zillow"
"2563","8702 HIGHWAY 81, SAINT THOMAS, ND, 58276","""8702"" HIGHWAY 81, SAINT THOMAS, ND, 58276","5","3.25","3669","Zillowhttps://www.zillow.com/homedetails/8702-Old...8702 Old Highway Rd N, Saint Cloud, MN 56301 | ZillowWebThis 3669 square foot single family home has 5 bedrooms and 3.25 bathrooms. This home is located at 8702 Old Highway Rd N, Saint Cloud, MN 56301.","zillow"
"2564","8787 147TH AVE NE, SAINT THOMAS, ND, 58276","""8787"" 147TH AVE NE, SAINT THOMAS, ND, 58276",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/8787-147th-Ave...8787 147th Ave NE, Glasston, ND 58236 Web8787 147th Ave NE, Glasston, ND 58236 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on -- for $--. …","zillow"
"2565","14807 85TH ST NE, SAINT THOMAS, ND, 58276","""14807"" 85TH ST NE, SAINT THOMAS, ND, 58276",NA,NA,NA,NA,NA
"2566","8508 HIGHWAY 81, SAINT THOMAS, ND, 58276","""8508"" HIGHWAY 81, SAINT THOMAS, ND, 58276",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/8508-Highway-81...8508 Highway 81, Saint Thomas, ND 58276 Web8508 Highway 81, Saint Thomas, ND 58276 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on -- …","zillow"
"2567","8518 144TH AVE NE, SAINT THOMAS, ND, 58276","""8518"" 144TH AVE NE, SAINT THOMAS, ND, 58276","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/8518-144th-Ave...8518 144th Ave NE, Saint Thomas, ND 58276 | ZillowWeb8518 144th Ave NE , Saint Thomas, ND 58276-9728 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on …","zillow"
"2568","14809 COUNTY 11, SAINT THOMAS, ND, 58276","""14809"" COUNTY 11, SAINT THOMAS, ND, 58276","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/14809-County...14809 County Road 11, Saint Thomas, ND 58276 | ZillowWeb14809 County Road 11 , Saint Thomas, ND 58276-9540 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold …","zillow"
"2569","400 PARK AVE S, FINLEY, ND, 58230","""400"" PARK AVE S, FINLEY, ND, 58230",NA,NA,NA,"Zillowhttps://www.zillow.com › homedetails › 400-Park-Ave-S...400 Park Ave S, Finley, ND 58230 | ZillowWeb400 Park Ave S, Finley, ND 58230 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on -- for $--. View …","zillow"
"2570","112 GORDON ST, FINLEY, ND, 58230","""112"" GORDON ST, FINLEY, ND, 58230",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/112-Gordon-St...112 Gordon St, Finley, ND 58230 | ZillowWeb112 Gordon St , Finley, ND 58230-3037 is currently not for sale. The vacant lot last sold on for , with a recorded lot size of acres ( sq. ft.). View more property details, sales history …","zillow"
"2571","112 GORDON ST, FINLEY, ND, 58230","""112"" GORDON ST, FINLEY, ND, 58230",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/112-Gordon-St...112 Gordon St, Finley, ND 58230 | ZillowWeb112 Gordon St , Finley, ND 58230-3037 is currently not for sale. The vacant lot last sold on for , with a recorded lot size of acres ( sq. ft.). View more property details, sales history …","zillow"
"2572","210 2ND ST W, FINLEY, ND, 58230","""210"" 2ND ST W, FINLEY, ND, 58230","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/210-2nd-St-W...210 2nd St W, Finley, ND 58230 | ZillowWeb210 2nd St W , Finley, ND 58230-3083 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View …","zillow"
"2573","122 S MAIN ST, DRAYTON, ND, 58225","""122"" S MAIN ST, DRAYTON, ND, 58225","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/122-S-Main-St...122 S Main St, Drayton, ND 58225 | ZillowWeb122 S Main St , Drayton, ND 58225-4504 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View …Location: 120 S Main St, Drayton, 58225, ND","zillow"
"2574","126 S MAIN ST, DRAYTON, ND, 58225","""126"" S MAIN ST, DRAYTON, ND, 58225",NA,NA,NA,NA,NA
"2575","202 S MAIN ST, DRAYTON, ND, 58225","""202"" S MAIN ST, DRAYTON, ND, 58225","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/202-N-Main-St...202 N Main St, Drayton, ND 58225 | ZillowWeb202 N Main St , Drayton, ND 58225-4500 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View …","zillow"
"2576","116 S MAIN ST, DRAYTON, ND, 58225","""116"" S MAIN ST, DRAYTON, ND, 58225","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/116-S-Main-St...116 S Main St, Drayton, ND 58225 | ZillowWeb116 S Main St , Drayton, ND 58225-4504 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View …","zillow"
"2577","201 1/2 S MAIN ST, DRAYTON, ND, 58225","""201"" 1/2 S MAIN ST, DRAYTON, ND, 58225","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/201-1-2-S-Main...201 1/2 S Main St, Drayton, ND 58225 | ZillowWeb201 1/2 S Main St , Drayton, ND 58225 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View …","zillow"
"2578","8192 144TH AVE NE, SAINT THOMAS, ND, 58276","""8192"" 144TH AVE NE, SAINT THOMAS, ND, 58276",NA,NA,NA,NA,NA
"2579","407 S MAIN ST, DRAYTON, ND, 58225","""407"" S MAIN ST, DRAYTON, ND, 58225","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/407-S-Main-St...407 S Main St, Drayton, ND 58225 | ZillowWeb407 S Main St , Drayton, ND 58225-4005 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View …","zillow"
"2580","118 S MAIN ST, DRAYTON, ND, 58225","""118"" S MAIN ST, DRAYTON, ND, 58225","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/118-S-Main-St...118 S Main St, Drayton, ND 58225 | ZillowWeb118 S Main St , Drayton, ND 58225-4504 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View …","zillow"
"2581","206 N MAIN ST, DRAYTON, ND, 58225","""206"" N MAIN ST, DRAYTON, ND, 58225","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/206-N-Main-St...206 N Main St, Drayton, ND 58225 | ZillowWeb206 N Main St , Drayton, ND 58225-4500 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View …","zillow"
"2582","202 N MAIN ST, DRAYTON, ND, 58225","""202"" N MAIN ST, DRAYTON, ND, 58225",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/202-N-Main-St...202 N Main St, Drayton, ND 58225 | ZillowWebNote: This property is not currently for sale or for rent on Zillow. The description and property data below may’ve been provided by a third party, the homeowner or public records. Quaint single family home. This starter …","zillow"
"2583","204 S MAIN ST, DRAYTON, ND, 58225","""204"" S MAIN ST, DRAYTON, ND, 58225",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/204-S-M…204 S Main St, Drayton, ND 58225 | ZillowWebBedrooms Bathrooms Done","zillow"
"2584","409 S MAIN ST, DRAYTON, ND, 58225","""409"" S MAIN ST, DRAYTON, ND, 58225","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/409-S-Main-St...409 S Main St, Drayton, ND 58225 | ZillowWeb409 S Main St , Drayton, ND 58225-4005 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View …","zillow"
"2585","210 N MAIN ST, DRAYTON, ND, 58225","""210"" N MAIN ST, DRAYTON, ND, 58225","3","1","3140","realtor.comhttps://www.realtor.com/realestateandhome…210 Main St N, Drayton, ND 58225 | realtor.com®Web210 Main St N, Drayton, ND 58225 is for sale. View 19 photos of this 3 bed, 1 bath, 3140 sqft. single family home with a list price of $79000. …Location: 210 Main St N, Drayton, 58225, ND","realtor"
"2586","206 N MAIN ST, DRAYTON, ND, 58225","""206"" N MAIN ST, DRAYTON, ND, 58225","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/206-N-Main-St...206 N Main St, Drayton, ND 58225 | ZillowWeb206 N Main St , Drayton, ND 58225-4500 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View …","zillow"
"2587","200 N MAIN ST, DRAYTON, ND, 58225","""200"" N MAIN ST, DRAYTON, ND, 58225","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/200-N-Main-St...200 N Main St, Drayton, ND 58225 | ZillowWeb200 N Main St , Drayton, ND 58225-4500 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View …","zillow"
"2588","204 N MAIN ST, DRAYTON, ND, 58225","""204"" N MAIN ST, DRAYTON, ND, 58225","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/204-N-Main-St...204 N Main St, Drayton, ND 58225 Web204 N Main St , Drayton, ND 58225-4500 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View …","zillow"
"2589","104 S MAIN ST, DRAYTON, ND, 58225","""104"" S MAIN ST, DRAYTON, ND, 58225","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/104-S-Main-St...104 S Main St, Drayton, ND 58225 | ZillowWeb104 S Main St , Drayton, ND 58225-4504 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View …Explore further104 S Main St, Drayton, ND 58225 - Property Record | LoopNetloopnet.comDrayton State Bank, 104 S Main St, Drayton, ND, Banksmapquest.com104 N MAIN ST, DRAYTON, ND 58225 | RE/MAXremax.com1104 N Main St, Drayton, ND 58225 - Property Record | …loopnet.comRecommended to you based on what's popular • Feedback","zillow"
"2590","106 N MAIN ST, DRAYTON, ND, 58225","""106"" N MAIN ST, DRAYTON, ND, 58225","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/106-N-Main-St...106 N Main St, Drayton, ND 58225 | ZillowWeb106 N Main St , Drayton, ND 58225-4502 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View …","zillow"
"2591","104 N MAIN ST, DRAYTON, ND, 58225","""104"" N MAIN ST, DRAYTON, ND, 58225",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/104-N-Main-St...104 N Main St, Drayton, ND 58225 Web104 N Main St, Drayton, ND 58225 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on 2007-10-15 for $ …","zillow"
"2592","122 N MAIN ST, DRAYTON, ND, 58225","""122"" N MAIN ST, DRAYTON, ND, 58225",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/122-N-Main-St...122 N Main St, Drayton, ND 58225 | ZillowWeb122 N Main St, Drayton, ND 58225 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on 2018-01-19 for $- …","zillow"
"2593","112 N MAIN ST, DRAYTON, ND, 58225","""112"" N MAIN ST, DRAYTON, ND, 58225","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/112-N-Main-St...112 N Main St, Drayton, ND 58225 | ZillowWeb112 N Main St , Drayton, ND 58225-4502 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View …","zillow"
"2594","110 N MAIN ST, DRAYTON, ND, 58225","""110"" N MAIN ST, DRAYTON, ND, 58225",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/110-N-Main-St...110 N Main St, Drayton, ND 58225 | ZillowWeb110 N Main St, Drayton, ND 58225 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on 2017-12-28 for $ …","zillow"
"2595","100 N MAIN ST, DRAYTON, ND, 58225","""100"" N MAIN ST, DRAYTON, ND, 58225",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/100-N-Main-St...100 N Main St, Drayton, ND 58225 | ZillowWeb100 N Main St, Drayton, ND 58225 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on -- for $--. View …","zillow"
"2596","107 E MELBOURN AVE, DRAYTON, ND, 58225","""107"" E MELBOURN AVE, DRAYTON, ND, 58225",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/107-E-Melbourn...107 E Melbourn Ave, Drayton, ND 58225 WebAuction Foreclosures These properties are currently listed for sale. They are owned by a bank or a lender who took ownership through foreclosure proceedings. These are also …Location: 209 S Main St, Drayton, 58225, ND","zillow"
"2597","211 N MAIN ST, DRAYTON, ND, 58225","""211"" N MAIN ST, DRAYTON, ND, 58225",NA,NA,NA,"Zillowhttps://www.zillow.com › homedetails › 211-N-Main-St...211 N Main St, Drayton, ND 58225 | ZillowWeb211 N Main St, Drayton, ND 58225 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on -- for $--. View …","zillow"
"2598","206 S MAIN ST, DRAYTON, ND, 58225","""206"" S MAIN ST, DRAYTON, ND, 58225","4","1","2,042","Zillowhttps://www.zillow.com › homedetails › 206-S-Main-St...206 S Main St, Drayton, ND 58225 | ZillowWeb206 S Main St, Drayton, ND 58225 is currently not for sale. The 2,042 Square Feet single family home is a 4 beds, 1 bath property. This home was built in 1895 and last sold on -- …","zillow"
"2599","210 S MAIN ST, DRAYTON, ND, 58225","""210"" S MAIN ST, DRAYTON, ND, 58225","4","2","2,332","Zillowhttps://www.zillow.com/homedetails/210-S-Main-St...210 S Main St, Drayton, ND 58225 | ZillowWeb210 S Main St, Drayton, ND 58225 is currently not for sale. The 2,332 Square Feet single family home is a 4 beds, 2 baths property. This home was built in null and last sold on 2017-01-09 for $45,000. View more …","zillow"
"2600","302 S MAIN ST, DRAYTON, ND, 58225","""302"" S MAIN ST, DRAYTON, ND, 58225","2","1","2,304","Zillowhttps://www.zillow.com › homedetails › 302-S-Main-St...302 S Main St, Drayton, ND 58225 | ZillowWeb302 S Main St, Drayton, ND 58225 is currently not for sale. The 2,304 Square Feet single family home is a 2 beds, 1 bath property. This home was built in null and last sold on 2017-01-09 for $48,900. View more …","zillow"
"2601","306 S MAIN ST, DRAYTON, ND, 58225","""306"" S MAIN ST, DRAYTON, ND, 58225","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/306-S-Main-St...306 S Main St, Drayton, ND 58225 | ZillowWeb306 S Main St , Drayton, ND 58225-4002 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View …","zillow"
"2602","308 S MAIN ST, DRAYTON, ND, 58225","""308"" S MAIN ST, DRAYTON, ND, 58225",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/308-S-Main-St...308 S Main St, Drayton, ND 58225 | ZillowWeb308 S Main St, Drayton, ND 58225 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on -- for $--. View …","zillow"
"2603","310 S MAIN ST, DRAYTON, ND, 58225","""310"" S MAIN ST, DRAYTON, ND, 58225","2","2","1,976","Zillowhttps://www.zillow.com/homedetails/310-S-Main-St...310 S Main St, Drayton, ND 58225 | ZillowWeb310 S Main St, Drayton, ND 58225 is currently not for sale. The 1,976 Square Feet single family home is a 2 beds, 2 baths property. This home was built in 1940 and last sold on …","zillow"
"2604","104 E GRANT AVE, DRAYTON, ND, 58225","""104"" E GRANT AVE, DRAYTON, ND, 58225",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/104-E-Grant-Ave...104 E Grant Ave, Drayton, ND 58225 | ZillowWeb104 E Grant Ave, Drayton, ND 58225 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on -- for $--. View …","zillow"
"2605","105 W MELBOURN AVE, DRAYTON, ND, 58225","""105"" W MELBOURN AVE, DRAYTON, ND, 58225",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/105-W-Melbourn...105 W Melbourn Ave, Drayton, ND 58225 | ZillowWeb105 W Melbourn Ave, Drayton, ND 58225 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on -- for $--. …","zillow"
"2606","104 W MELBOURN AVE, DRAYTON, ND, 58225","""104"" W MELBOURN AVE, DRAYTON, ND, 58225",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/104-W-Melbourn...104 W Melbourn Ave, Drayton, ND 58225 | ZillowWeb104 W Melbourn Ave, Drayton, ND 58225 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on -- for $--. …","zillow"
