Raw,Freq,entity,certificate,confidence_entry,confidence_cert,confidence
Certified Translator,3, American Software Testing Qualifications Board ,ASTQB Certified Tester Foundation Level ,0.0179,0.0254,0.0005
Certified Transplant Preservationist,6, American Software Testing Qualifications Board ,ASTQB Certified Tester Foundation Level ,0.0179,0.0254,0.0005
Certified Tumor Registrar,34, American Software Testing Qualifications Board ,ASTQB Certified Tester Foundation Level ,0.0179,0.0254,0.0005
Certified Typist,3, American Software Testing Qualifications Board ,ASTQB Certified Tester Foundation Level ,0.0179,0.0254,0.0005
Exercise Physiologist Certified,23, American Software Testing Qualifications Board ,ASTQB Certified Tester Foundation Level ,0.0179,0.0254,0.0005
Gm Certified,238, American Software Testing Qualifications Board ,ASTQB Certified Tester Foundation Level ,0.0179,0.0254,0.0005
Hp Certified,11, American Software Testing Qualifications Board ,ASTQB Certified Tester Foundation Level ,0.0179,0.0254,0.0005
Lexmark Certified,5, American Software Testing Qualifications Board ,ASTQB Certified Tester Foundation Level ,0.0179,0.0254,0.0005
Map Certified,4, American Software Testing Qualifications Board ,ASTQB Certified Tester Foundation Level ,0.0179,0.0254,0.0005
Mbe Certified,391, American Software Testing Qualifications Board ,ASTQB Certified Tester Foundation Level ,0.0179,0.0254,0.0005
Mercruiser Certified,5, American Software Testing Qualifications Board ,ASTQB Certified Tester Foundation Level ,0.0179,0.0254,0.0005
Msd Certified,1, American Software Testing Qualifications Board ,ASTQB Certified Tester Foundation Level ,0.0179,0.0254,0.0005
Naui Certified,1, American Software Testing Qualifications Board ,ASTQB Certified Tester Foundation Level ,0.0179,0.0254,0.0005
Npdes Certified,4, American Software Testing Qualifications Board ,ASTQB Certified Tester Foundation Level ,0.0179,0.0254,0.0005
Sdb Certified,83, American Software Testing Qualifications Board ,ASTQB Certified Tester Foundation Level ,0.0179,0.0254,0.0005
Seo Certified,1, American Software Testing Qualifications Board ,ASTQB Certified Tester Foundation Level ,0.0179,0.0254,0.0005
Tia Certified,129, American Software Testing Qualifications Board ,ASTQB Certified Tester Foundation Level ,0.0179,0.0254,0.0005
5-S,55,,,0.0000,0.0000,0.0000
Aaadm,112,,,0.0000,0.0000,0.0000
Abuse and Neglect,4, Board for Waterworks and Wastewaterworks Operators and On-Site Sewage System Professionals ,Water Works Operator,0.0673,0.0000,0.0000
ACHC Accreditation,5,Accreditation Commission for Traffic Accident Reconstruction,Accredited Traffic Accident Reconstructionist,0.1387,0.0000,0.0000
Act,1,,,0.0000,0.0000,0.0000
Addiction Treatment Counselor,46,,,0.0000,0.0000,0.0000
Administrative Services Credential,8,Cloud Credential Council,Big Data Foundation Certification,0.1409,0.0000,0.0000
American Academy of Dermatology (AAD),4,American Academy of Financial Management,Certified International Tax Analyst,0.2693,0.0000,0.0000
American Board for Engineering and Technology (ABET) Accredited,1774,National Board for Certification in Dental Laboratory Technology,Certified Dental Technician,0.3187,0.0000,0.0000
American Board of Psychiatry,10,North American Board of Certified Energy Practitioners,PV System Inspector,0.2469,0.0000,0.0000
American Board of Psychiatry and Neurology (ABPN),9,North American Board of Certified Energy Practitioners,PV System Inspector,0.2469,0.0000,0.0000
American Board of Radiology (ABR),18,North American Board of Certified Energy Practitioners,PV System Inspector,0.2469,0.0000,0.0000
American Heart Association Certification,4312,American Heart Association,HeartSaver First Aid/CPR/AED,0.2783,0.0000,0.0000
American Institute of Architects,34,American Institute of Constructors,Associate Constructor,0.2245,0.0000,0.0000
American Management Association Certification,3,American Health Information Management Association,Certified Healthcare Technology Specialist -  Technical/Software Support Staff,0.2542,0.0000,0.0000
American Red Cross Certified Lifeguard,5,American Red Cross,First Aid,0.3641,0.0000,0.0000
American Society For Clinical Pathology (ASCP) Certification,1540,American Society for Nondestructive Testing,Industry Radiography Radiation Safety Personnel,0.2793,0.0000,0.0000
Anesthesiologist,306,,,0.0000,0.0000,0.0000
ASCP Board Certification,4,Behavior Analyst Certification Board (BACB),Registered Behavior Technician (RBT),0.1658,0.0000,0.0000
ASCP Histotechnician,1,,,0.0000,0.0000,0.0000
ASCP Histotechnologist,2,,,0.0000,0.0000,0.0000
ASME Pressure Vessel Section VIII,26,The National Board of Boiler and Pressure Vessel Inspectors,National Board New Construction Inspector Commission,0.2785,0.0000,0.0000
Assistive Technology Professional,7,National Board of Surgical Technology and Surgical Assisting,Certified Surgical First Assistant,0.2020,0.0000,0.0000
Atssa Certified,2,American Traffic Safety Services Association (ATSSA),Flagger,0.1409,0.0000,0.0000
Audiovisual (AV) Certification,190,Audiovisual and Integrated Experience Association,Certified Technology Specialist-Design,0.1409,0.0000,0.0000
AWS D1.1,114,American Welding Society (AWS),Gas Metal Arc Welding (GMAW),0.1387,0.0000,0.0000
AWS D1.5,12,American Welding Society (AWS),Gas Metal Arc Welding (GMAW),0.1387,0.0000,0.0000
AWS D15.1,3,American Welding Society (AWS),Gas Metal Arc Welding (GMAW),0.1387,0.0000,0.0000
Belay,102,,,0.0000,0.0000,0.0000
Boiler Engineer's License,57,The National Board of Boiler and Pressure Vessel Inspectors,National Board New Construction Inspector Commission,0.1409,0.0000,0.0000
Boiler Installers License,19,The National Board of Boiler and Pressure Vessel Inspectors,National Board New Construction Inspector Commission,0.1409,0.0000,0.0000
Boiler Operator License,3502,The National Board of Boiler and Pressure Vessel Inspectors,National Board New Construction Inspector Commission,0.1409,0.0000,0.0000
Bpi Building Analyst,33,Building Performance Institute (BPI),Envelope Specialist,0.2678,0.0000,0.0000
Building Performance Institute (BPI),205,Building Performance Institute (BPI),Envelope Specialist,0.4939,0.0000,0.0000
Building Trade Certificate,453,North American Small Business International Trade Educators ,Certified Global Business Professional (CGBP),0.1409,0.0000,0.0000
Care+ Certification,1,Board for Critical Care Transport Paramedic Certification (BCCTPS) ,Flight Paramedic (FP-C),0.1872,0.0000,0.0000
Caregiver,17,,,0.0000,0.0000,0.0000
Carpet Cleaning Certification,1,Cleaning Management Institute (CMI),Certified Custodial Technician,0.1398,0.0000,0.0000
Certification in An Allied Health Field,1,Joint Commission on Allied Health Personnel in Ophthalmology,Ophthalmic Surgical Assisting,0.3848,0.0000,0.0000
Certified Crane Inspector,11,Crane Institute Certification,Qualified Rigger Advanced,0.1398,0.0000,0.0000
Certified Cross Connection,2,American Red Cross,First Aid,0.1409,0.0000,0.0000
Certified in Red Cross,14,American Red Cross,First Aid,0.2807,0.0000,0.0000
Certified Marriage and Family Therapist,8,American Association of Family and Consumer Sciences,Pre-Professional Certification in Education Fundamentals,0.2082,0.0000,0.0000
Certified Mine Foreman,3,Mine Health and Safety Administration,Certificate of Electrical Training (Coal mining),0.1409,0.0000,0.0000
Certified Non-Destructive Testing,26,American Society for Nondestructive Testing,Industry Radiography Radiation Safety Personnel,0.1843,0.0000,0.0000
Chrysler Certified,2283,Fiat and Chrysler Auto,MOPAR Level 0,0.1409,0.0000,0.0000
Chrysler Certified Service,23,Fiat and Chrysler Auto,MOPAR Level 0,0.1409,0.0000,0.0000
Cna1,1,,,0.0000,0.0000,0.0000
Co-Op,13,,,0.0000,0.0000,0.0000
Computer Business Certificate,15,"Apple Computer, Inc.",Apple Certified Support Professional (ACSP) 10.15,0.1387,0.0000,0.0000
Computer Drafting Certificate,13,American Design Drafting Association/American Digital Design Association,Certified Design Drafter,0.1398,0.0000,0.0000
Computer Engineering Certificate,3,"Apple Computer, Inc.",Apple Certified Support Professional (ACSP) 10.15,0.1387,0.0000,0.0000
Computer Fundamentals,2,"Apple Computer, Inc.",Apple Certified Support Professional (ACSP) 10.15,0.1387,0.0000,0.0000
Computer Learning Certificate,2,"Apple Computer, Inc.",Apple Certified Support Professional (ACSP) 10.15,0.1387,0.0000,0.0000
Computer Technology,26,"Apple Computer, Inc.",Apple Certified Support Professional (ACSP) 10.15,0.1387,0.0000,0.0000
Concert Promoter,2,,,0.0000,0.0000,0.0000
Conflict Resolution,104,,,0.0000,0.0000,0.0000
Defensive Tactics,1,,,0.0000,0.0000,0.0000
Distance Learning,3,,,0.0000,0.0000,0.0000
Drafting Certification,147,American Design Drafting Association/American Digital Design Association,Certified Design Drafter,0.1398,0.0000,0.0000
Educational Technology,2,American Hotel and Lodging Association Educational Institute,Certified Maintenance Employee,0.1398,0.0000,0.0000
Electronic Data Processing,2,Certification Board for Sterile Processing and Distribution,Certified Ambulatory Surgery Technician,0.1387,0.0000,0.0000
Employability Skills,10,Manufacturing Skills Institute,Lean Practitioner Certification,0.1365,0.0000,0.0000
Enterprise Resource Planning,2,Society for Human Resource Management (SHRM),SHRM Certified Professional (SHRM-CP),0.1409,0.0000,0.0000
Finance Certification,5,Institute of Business & Finance,Certified Income Specialist,0.1409,0.0000,0.0000
Financial Accounting Standards Board (FASB),59,American Academy of Financial Management,Certified International Tax Analyst,0.1387,0.0000,0.0000
FSSC 22000,32,Manufacturing Skills Standards Council (MSSC),Certified Logistics Associate,0.0564,0.0000,0.0000
Group Exercise Instructor,12,AABC Commissioning Group,Certified Commissioning Authority,0.1387,0.0000,0.0000
Health Occupations,16,American Health Information Management Association,Certified Healthcare Technology Specialist -  Technical/Software Support Staff,0.1290,0.0000,0.0000
Health Service,43,American Health Information Management Association,Certified Healthcare Technology Specialist -  Technical/Software Support Staff,0.1290,0.0000,0.0000
Histotechnologist,11,,,0.0000,0.0000,0.0000
Hiv Counseling,1,,,0.0000,0.0000,0.0000
Home Care Certificate,221,Board for Critical Care Transport Paramedic Certification (BCCTPS) ,Flight Paramedic (FP-C),0.1343,0.0000,0.0000
Home Inspection,393,American Society of Home Inspectors,ASHI Certified Inspector,0.1333,0.0000,0.0000
Honorable Discharge,5,,,0.0000,0.0000,0.0000
Human Capital Strategist (HCS),37,Human Factors International,Certified Usability Analyst,0.1376,0.0000,0.0000
IAHCSMM Certification,326,International Association of Healthcare Central Services Material Management  (IAHCSMM),Central Service Technician,0.1409,0.0000,0.0000
Interpreter For The Deaf,3,"Registry of Interpreters for the Deaf, Inc.",National Interpreting Certification (NIC),0.3517,0.0000,0.0000
ISO AS9100,5,,,0.0000,0.0000,0.0000
Laboratory Skills Certificate,2,Manufacturing Skills Institute,Lean Practitioner Certification,0.1365,0.0000,0.0000
Licensed Marriage and Family Therapist,43,American Association of Family and Consumer Sciences,Pre-Professional Certification in Education Fundamentals,0.2082,0.0000,0.0000
Licensed Nursing Assistant,3,Board of Nephrology Examiners Technology Nursing,Certified Hemodialysis Bio-Medical Technician,0.1398,0.0000,0.0000
Lock Out Tag Out,192,,,0.0000,0.0000,0.0000
Long Term Care Certification,4,Board for Critical Care Transport Paramedic Certification (BCCTPS) ,Flight Paramedic (FP-C),0.1872,0.0000,0.0000
Makeup Artist,976,,,0.0000,0.0000,0.0000
Management Accounting,4,American Academy of Financial Management,Certified International Tax Analyst,0.1168,0.0000,0.0000
Medical Fitness,19,Aerospace Medical Association,Certification in Aerospace Physiology,0.1218,0.0000,0.0000
Medical Secretary,443,Aerospace Medical Association,Certification in Aerospace Physiology,0.1218,0.0000,0.0000
Member of The American Academy of Actuaries (MAAA),45,American Academy of Financial Management,Certified International Tax Analyst,0.2693,0.0000,0.0000
Mortgage Broker,5,,,0.0000,0.0000,0.0000
MSSC Certification,2,Manufacturing Skills Standards Council (MSSC),Certified Logistics Associate,0.1409,0.0000,0.0000
N.E.C,6,,,0.0000,0.0000,0.0000
National Council of Architectural Registration Boards (NCARB),39,National Council of State Boards of Nursing,Registered Nurse,0.3809,0.0000,0.0000
National Institute of Healthcare Sterile Processing and Distribution Personnel (NICHSPDP),1,Certification Board for Sterile Processing and Distribution,Certified Ambulatory Surgery Technician,0.4780,0.0000,0.0000
Nccer Concrete Finisher,1,National Center for Construction Education and Research (NCCER),Carpentry - Level 2,0.1409,0.0000,0.0000
Nccer Rigger,18,National Center for Construction Education and Research (NCCER),Carpentry - Level 2,0.1409,0.0000,0.0000
Neonatal Nursing,1,Board of Nephrology Examiners Technology Nursing,Certified Hemodialysis Bio-Medical Technician,0.1398,0.0000,0.0000
Nephrology Certification,286,Board of Nephrology Examiners Technology Nursing,Certified Hemodialysis Bio-Medical Technician,0.1409,0.0000,0.0000
Niosh 582,12,,,0.0000,0.0000,0.0000
North American Board of Energy Practitioners (NABCEP),893,North American Board of Certified Energy Practitioners (NABCEP),Photovoltaic - Entry Level,0.7898,0.0000,0.0000
North American Technician Excellence (NATE),2536,North American Technician Excellence,HVACR Certification,0.4165,0.0000,0.0000
Nurse-Midwife,5,,,0.0000,0.0000,0.0000
Nursing Administration,5,Board of Nephrology Examiners Technology Nursing,Certified Hemodialysis Bio-Medical Technician,0.1398,0.0000,0.0000
Nursing Home Administrator,7,Board of Nephrology Examiners Technology Nursing,Certified Hemodialysis Bio-Medical Technician,0.1398,0.0000,0.0000
Occupational Hearing Conservationist,2,Department of Professional and Occupational Regulation (DPOR),Alternative Onsite Soil Evaluators license,0.1376,0.0000,0.0000
